Systematic Name,Standard Name,Qualifier
YPL099C,INA17,Verified
YPL100W,ATG21,Verified
YPL101W,ELP4,Verified
YPL102C,,Dubious
YPL103C,FMP30,Verified
YPL104W,MSD1,Verified
YPL105C,SYH1,Verified
YPL106C,SSE1,Verified
YPL107W,,Uncharacterized
YPL108W,,Uncharacterized
YPL109C,,Uncharacterized
YPL110C,GDE1,Verified
YPL111W,CAR1,Verified
YPL112C,PEX25,Verified
YPL113C,,Verified
YPL114W,,Dubious
YPL115C,BEM3,Verified
YPL116W,HOS3,Verified
YPL117C,IDI1,Verified
YPL118W,MRP51,Verified
YPL119C,DBP1,Verified
YPL120W,VPS30,Verified
YPL121C,MEI5,Verified
YPL122C,TFB2,Verified
YPL123C,RNY1,Verified
YPL124W,SPC29,Verified
YPL125W,KAP120,Verified
YPL126W,NAN1,Verified
YPL127C,HHO1,Verified
YPL128C,TBF1,Verified
YPL129W,TAF14,Verified
YPL130W,SPO19,Verified
YPL131W,RPL5,Verified
YPL132W,COX11,Verified
YPL133C,RDS2,Verified
YPL134C,ODC1,Verified
YPL135W,ISU1,Verified
YPL136W,,Dubious
YPL137C,GIP3,Verified
YPL138C,SPP1,Verified
YPL139C,UME1,Verified
YPL140C,MKK2,Verified
YPL141C,FRK1,Verified
YPL142C,,Dubious
YPL143W,RPL33A,Verified
YPL144W,POC4,Verified
YPL145C,KES1,Verified
YPL146C,NOP53,Verified
YPL147W,PXA1,Verified
YPL148C,PPT2,Verified
YPL149W,ATG5,Verified
YPL150W,,Uncharacterized
YPL151C,PRP46,Verified
YPL152W,RRD2,Verified
YPL153C,RAD53,Verified
YPL154C,PEP4,Verified
YPL155C,KIP2,Verified
YPL156C,PRM4,Verified
YPL157W,TGS1,Verified
YPL158C,AIM44,Verified
YPL159C,PET20,Verified
YPL160W,CDC60,Verified
YPL161C,BEM4,Verified
YPL162C,,Uncharacterized
YPL163C,SVS1,Verified
YPL164C,MLH3,Verified
YPL165C,SET6,Verified
YPL166W,ATG29,Verified
YPL167C,REV3,Verified
YPL168W,MRX4,Uncharacterized
YPL169C,MEX67,Verified
YPL170W,DAP1,Verified
YPL171C,OYE3,Verified
YPL172C,COX10,Verified
YPL173W,MRPL40,Verified
YPL174C,NIP100,Verified
YPL175W,SPT14,Verified
YPL176C,TRE1,Verified
YPL177C,CUP9,Verified
YPL178W,CBC2,Verified
YPL179W,PPQ1,Verified
YPL180W,TCO89,Verified
YPL181W,CTI6,Verified
YPL182C,,Dubious
YPL183C,RTT10,Verified
YPL184C,MRN1,Verified
YPL185W,,Dubious
YPL186C,UIP4,Verified
YPL187W,MF(ALPHA)1,Verified
YPL188W,POS5,Verified
YPL189W,GUP2,Verified
YPL190C,NAB3,Verified
YPL191C,,Verified
YPL192C,PRM3,Verified
YPL193W,RSA1,Verified
YPL194W,DDC1,Verified
YPL195W,APL5,Verified
YPL196W,OXR1,Verified
YPL197C,,Dubious
YPL198W,RPL7B,Verified
YPL199C,,Uncharacterized
YPL200W,CSM4,Verified
YPL201C,YIG1,Verified
YPL202C,AFT2,Verified
YPL203W,TPK2,Verified
YPL204W,HRR25,Verified
YPL205C,,Dubious
YPL206C,PGC1,Verified
YPL207W,TYW1,Verified
YPL208W,RKM1,Verified
YPL209C,IPL1,Verified
YPL210C,SRP72,Verified
YPL211W,NIP7,Verified
YPL212C,PUS1,Verified
YPL213W,LEA1,Verified
YPL214C,THI6,Verified
YPL215W,CBP3,Verified
YPL216W,,Uncharacterized
YPL217C,BMS1,Verified
YPL218W,SAR1,Verified
YPL219W,PCL8,Verified
YPL220W,RPL1A,Verified
YPL221W,FLC1,Verified
YPL222W,FMP40,Uncharacterized
YPL223C,GRE1,Verified
YPL224C,MMT2,Verified
YPL225W,,Verified
YPL226W,NEW1,Verified
YPL227C,ALG5,Verified
YPL228W,CET1,Verified
YPL229W,,Uncharacterized
YPL230W,USV1,Verified
YPL231W,FAS2,Verified
YPL232W,SSO1,Verified
YPL233W,NSL1,Verified
YPL234C,VMA11,Verified
YPL235W,RVB2,Verified
YPL236C,ENV7,Verified
YPL237W,SUI3,Verified
YPL238C,,Dubious
YPL239W,YAR1,Verified
YPL240C,HSP82,Verified
YPL241C,CIN2,Verified
YPL242C,IQG1,Verified
YPL243W,SRP68,Verified
YPL244C,HUT1,Verified
YPL245W,,Uncharacterized
YPL246C,RBD2,Verified
YPL247C,,Uncharacterized
YPL248C,GAL4,Verified
YPL249C,GYP5,Verified
YPL250C,ATG41,Verified
YPL251W,,Dubious
YPL252C,YAH1,Verified
YPL253C,VIK1,Verified
YPL254W,HFI1,Verified
YPL255W,BBP1,Verified
YPL256C,CLN2,Verified
YPL257W,,Uncharacterized
YPL258C,THI21,Verified
YPL259C,APM1,Verified
YPL260W,,Verified
YPL261C,,Uncharacterized
YPL262W,FUM1,Verified
YPL263C,KEL3,Verified
YPL264C,,Uncharacterized
YPL265W,DIP5,Verified
YPL266W,DIM1,Verified
YPL267W,ACM1,Verified
YPL268W,PLC1,Verified
YPL269W,KAR9,Verified
YPL270W,MDL2,Verified
YPL271W,ATP15,Verified
YPL272C,PBI1,Uncharacterized
YPL273W,SAM4,Verified
YPL274W,SAM3,Verified
YPL277C,,Uncharacterized
YPL278C,,Uncharacterized
YPL279C,FEX2,Verified
YPL280W,HSP32,Verified
YPL281C,ERR2,Verified
YPL282C,PAU22,Verified
YPL283C,YRF1-7,Verified
YPR001W,CIT3,Verified
YPR002W,PDH1,Verified
YPR003C,,Uncharacterized
YPR004C,AIM45,Verified
YPR005C,HAL1,Verified
YPR006C,ICL2,Verified
YPR007C,REC8,Verified
YPR008W,HAA1,Verified
YPR009W,SUT2,Verified
YPR010C,RPA135,Verified
YPR011C,,Verified
YPR012W,,Dubious
YPR013C,CMR3,Uncharacterized
YPR014C,,Dubious
YPR015C,,Uncharacterized
YPR016C,TIF6,Verified
YPR017C,DSS4,Verified
YPR018W,RLF2,Verified
YPR019W,MCM4,Verified
YPR020W,ATP20,Verified
YPR021C,AGC1,Verified
YPR022C,SDD4,Verified
YPR023C,EAF3,Verified
YPR024W,YME1,Verified
YPR025C,CCL1,Verified
YPR026W,ATH1,Verified
YPR027C,,Uncharacterized
YPR028W,YOP1,Verified
YPR029C,APL4,Verified
YPR030W,CSR2,Verified
YPR031W,NTO1,Verified
YPR032W,SRO7,Verified
YPR033C,HTS1,Verified
YPR034W,ARP7,Verified
YPR035W,GLN1,Verified
YPR036W,VMA13,Verified
YPR037C,ERV2,Verified
YPR038W,IRC16,Dubious
YPR039W,,Dubious
YPR040W,TIP41,Verified
YPR041W,TIF5,Verified
YPR042C,PUF2,Verified
YPR043W,RPL43A,Verified
YPR044C,OPI11,Dubious
YPR045C,THP3,Verified
YPR046W,MCM16,Verified
YPR047W,MSF1,Verified
YPR048W,TAH18,Verified
YPR049C,ATG11,Verified
YPR050C,,Dubious
YPR051W,MAK3,Verified
YPR052C,NHP6A,Verified
YPR053C,,Uncharacterized
YPR054W,SMK1,Verified
YPR055W,SEC8,Verified
YPR056W,TFB4,Verified
YPR057W,BRR1,Verified
YPR058W,YMC1,Verified
YPR059C,,Dubious
YPR060C,ARO7,Verified
YPR061C,JID1,Verified
YPR062W,FCY1,Verified
YPR063C,,Uncharacterized
YPR064W,,Uncharacterized
YPR065W,ROX1,Verified
YPR066W,UBA3,Verified
YPR067W,ISA2,Verified
YPR068C,HOS1,Verified
YPR069C,SPE3,Verified
YPR070W,MED1,Verified
YPR071W,,Uncharacterized
YPR072W,NOT5,Verified
YPR073C,LTP1,Verified
YPR074C,TKL1,Verified
YPR075C,OPY2,Verified
YPR076W,,Dubious
YPR077C,,Dubious
YPR078C,,Uncharacterized
YPR079W,MRL1,Verified
YPR080W,TEF1,Verified
YPR081C,GRS2,Verified
YPR082C,DIB1,Verified
YPR083W,MDM36,Verified
YPR084W,,Uncharacterized
YPR085C,ASA1,Verified
YPR086W,SUA7,Verified
YPR087W,VPS69,Dubious
YPR088C,SRP54,Verified
YPR089W,,Uncharacterized
YPR091C,NVJ2,Verified
YPR092W,,Dubious
YPR093C,ASR1,Verified
YPR094W,RDS3,Verified
YPR095C,SYT1,Verified
YPR096C,,Verified
YPR097W,,Verified
YPR098C,,Verified
YPR099C,,Dubious
YPR100W,MRPL51,Verified
YPR101W,SNT309,Verified
YPR102C,RPL11A,Verified
YPR103W,PRE2,Verified
YPR104C,FHL1,Verified
YPR105C,COG4,Verified
YPR106W,ISR1,Verified
YPR107C,YTH1,Verified
YPR108W,RPN7,Verified
YPR109W,,Uncharacterized
YPR110C,RPC40,Verified
YPR111W,DBF20,Verified
YPR112C,MRD1,Verified
YPR113W,PIS1,Verified
YPR114W,,Uncharacterized
YPR115W,RGC1,Verified
YPR116W,RRG8,Verified
YPR117W,,Uncharacterized
YPR118W,MRI1,Verified
YPR119W,CLB2,Verified
YPR120C,CLB5,Verified
YPR121W,THI22,Verified
YPR122W,AXL1,Verified
YPR123C,,Dubious
YPR124W,CTR1,Verified
YPR125W,YLH47,Verified
YPR126C,,Dubious
YPR127W,,Verified
YPR128C,ANT1,Verified
YPR129W,SCD6,Verified
YPR130C,,Dubious
YPR131C,NAT3,Verified
YPR132W,RPS23B,Verified
YPR133C,SPN1,Verified
YPR134W,MSS18,Verified
YPR135W,CTF4,Verified
YPR136C,,Dubious
YPR137W,RRP9,Verified
YPR138C,MEP3,Verified
YPR139C,LOA1,Verified
YPR140W,TAZ1,Verified
YPR141C,KAR3,Verified
YPR142C,,Dubious
YPR143W,RRP15,Verified
YPR144C,NOC4,Verified
YPR145W,ASN1,Verified
YPR146C,,Dubious
YPR147C,,Verified
YPR148C,,Verified
YPR149W,NCE102,Verified
YPR150W,,Dubious
YPR151C,SUE1,Verified
YPR152C,URN1,Verified
YPR153W,24-May,Verified
YPR154W,PIN3,Verified
YPR155C,NCA2,Verified
YPR156C,TPO3,Verified
YPR157W,TDA6,Uncharacterized
YPR158W,CUR1,Verified
YPR159W,KRE6,Verified
YPR160W,GPH1,Verified
YPR161C,SGV1,Verified
YPR162C,ORC4,Verified
YPR163C,TIF3,Verified
YPR164W,MMS1,Verified
YPR165W,RHO1,Verified
YPR166C,MRP2,Verified
YPR167C,MET16,Verified
YPR168W,NUT2,Verified
YPR169W,JIP5,Verified
YPR170C,,Dubious
YPR171W,BSP1,Verified
YPR172W,,Uncharacterized
YPR173C,VPS4,Verified
YPR174C,,Verified
YPR175W,DPB2,Verified
YPR176C,BET2,Verified
YPR177C,,Dubious
YPR178W,PRP4,Verified
YPR179C,HDA3,Verified
YPR180W,AOS1,Verified
YPR181C,SEC23,Verified
YPR182W,SMX3,Verified
YPR183W,DPM1,Verified
YPR184W,GDB1,Verified
YPR185W,ATG13,Verified
YPR186C,PZF1,Verified
YPR187W,RPO26,Verified
YPR188C,MLC2,Verified
YPR189W,SKI3,Verified
YPR190C,RPC82,Verified
YPR191W,QCR2,Verified
YPR192W,AQY1,Verified
YPR193C,HPA2,Verified
YPR194C,OPT2,Verified
YPR195C,,Dubious
YPR196W,,Uncharacterized
YPR197C,,Dubious
YPR198W,SGE1,Verified
YPR199C,ARR1,Verified
YPR200C,ARR2,Verified
YPR201W,ARR3,Verified
YPR202W,,Uncharacterized
YPR203W,,Uncharacterized
YPR204W,,Verified
YEL077C,,Uncharacterized
YLR390W-A,CCW14,Verified
YDL045W-A,MRP10,Verified
YOR008C-A,,Uncharacterized
YIL009C-A,EST3,Verified
YPR133W-A,TOM5,Verified
YLR438C-A,LSM3,Verified
YKR035W-A,DID2,Verified
YFL034C-A,RPL22B,Verified
YFR032C-A,RPL29,Verified
YPL249C-A,RPL36B,Verified
YCR020W-B,HTL1,Verified
YCL001W-A,,Uncharacterized
YCR028C-A,RIM1,Verified
YCR087C-A,,Uncharacterized
YPL183W-A,RTC6,Verified
YER039C-A,,Uncharacterized
YBL091C-A,SCS22,Verified
YBL107W-A,,Dubious
YCR018C-A,,Dubious
YCR102W-A,,Dubious
YDL130W-A,STF1,Verified
YDR034C-A,,Uncharacterized
YDR034W-B,,Uncharacterized
YDR363W-A,SEM1,Verified
YDR525W-A,SNA2,Verified
YER048W-A,ISD11,Verified
YER091C-A,,Dubious
YER138W-A,,Uncharacterized
YGR122C-A,,Dubious
YIR020W-A,,Dubious
YKL033W-A,,Uncharacterized
YKL053C-A,MDM35,Verified
YKL162C-A,,Dubious
YLL018C-A,COX19,Verified
YLR262C-A,TMA7,Verified
YML081C-A,ATP18,Verified
YMR046W-A,,Dubious
YMR158C-A,,Uncharacterized
YMR194C-A,,Dubious
YNR032C-A,HUB1,Verified
YOL013W-B,,Dubious
YOR298C-A,MBF1,Verified
YPR002C-A,,Dubious
YDR322C-A,TIM11,Verified
YEL020W-A,TIM9,Verified
Q0010,,Dubious
Q0017,,Dubious
Q0032,,Dubious
Q0045,COX1,Verified
Q0050,AI1,Verified
Q0055,AI2,Verified
Q0060,AI3,Verified
Q0065,AI4,Verified
Q0070,AI5_ALPHA,Verified
Q0075,AI5_BETA,Uncharacterized
Q0080,ATP8,Verified
Q0085,ATP6,Verified
Q0092,,Dubious
Q0105,COB,Verified
Q0110,BI2,Verified
Q0115,BI3,Verified
Q0120,BI4,Verified
Q0130,OLI1,Verified
Q0140,VAR1,Verified
Q0142,,Dubious
Q0143,,Dubious
Q0144,,Dubious
Q0160,SCEI,Verified
Q0182,,Dubious
Q0250,COX2,Verified
Q0255,,Uncharacterized
Q0275,COX3,Verified
Q0297,,Dubious
YOL077W-A,ATP19,Verified
YJR135W-A,TIM8,Verified
YHR072W-A,NOP10,Verified
YML058W-A,HUG1,Verified
YBL059C-A,CMC2,Verified
YHR132W-A,IGO2,Verified
YBR058C-A,TSC3,Verified
YBR085C-A,,Verified
YER053C-A,,Verified
YMR122W-A,,Uncharacterized
YNR034W-A,EGO4,Verified
YOR396W,YRF1-8,Uncharacterized
YCL057C-A,MIC10,Verified
YCL026C-B,HBN1,Verified
YCL021W-A,,Uncharacterized
YAL044W-A,BOL1,Verified
YBL071W-A,KTI11,Verified
YDL085C-A,,Uncharacterized
YER014C-A,BUD25,Verified
YBL029C-A,,Verified
YBL108C-A,PAU9,Verified
YBR103C-A,,Dubious
YBR191W-A,,Dubious
YBR233W-A,DAD3,Verified
YCL001W-B,,Uncharacterized
YCR038W-A,,Dubious
YDL114W-A,,Dubious
YDL159W-A,,Uncharacterized
YDL185C-A,,Dubious
YDL240C-A,,Dubious
YDL247W-A,,Dubious
YDR079C-A,TFB5,Verified
YDR320C-A,DAD4,Verified
YDR379C-A,SDH6,Verified
YFR012W-A,,Uncharacterized
YGL258W-A,,Uncharacterized
YGR271C-A,EFG1,Verified
YJL052C-A,,Uncharacterized
YJL062W-A,COA3,Verified
YJL127W-A,,Dubious
YJL156W-A,,Dubious
YKL018C-A,,Uncharacterized
YKL106C-A,,Uncharacterized
YKL165C-A,,Dubious
YLR099W-A,MIM2,Verified
YLR149C-A,,Dubious
YLR363W-A,,Verified
YML007C-A,,Uncharacterized
YMR013W-A,,Dubious
YNL067W-A,,Dubious
YNL162W-A,,Uncharacterized
YNR001W-A,,Dubious
YOL086W-A,MHF1,Verified
YOL159C-A,,Verified
YOR008W-B,,Dubious
YOR314W-A,,Dubious
YPR016W-A,,Dubious
YPR074W-A,,Dubious
YCR097W-A,,Dubious
YBR255C-A,RCF3,Uncharacterized
YDR381C-A,,Verified
YER074W-A,YOS1,Verified
YKL138C-A,HSK3,Verified
YLR154W-C,TAR1,Verified
YPL096C-A,ERI1,Verified
YPR036W-A,SPO24,Verified
YER180C-A,SLO1,Verified
YCL005W-A,VMA9,Verified
YNL138W-A,YSF3,Verified
YBR111W-A,SUS1,Verified
YIL156W-B,,Uncharacterized
YKR095W-A,PCC1,Verified
YJR112W-A,,Uncharacterized
YMR194C-B,CMC4,Verified
YPR170W-B,,Uncharacterized
YOR072W-B,,Uncharacterized
YBL039W-B,,Uncharacterized
YCL058W-A,ADF1,Verified
YCR075W-A,EGO2,Verified
YDL160C-A,MHF2,Verified
YGR169C-A,LSO2,Verified
YJL127C-B,,Uncharacterized
YJR005C-A,LSO1,Verified
YKL068W-A,,Uncharacterized
YLR307C-A,,Uncharacterized
YOR020W-A,,Uncharacterized
YPL189C-A,COA2,Verified
YAL016C-B,,Dubious
YBL008W-A,,Uncharacterized
YBL068W-A,,Dubious
YBR072C-A,,Uncharacterized
YBR076C-A,,Dubious
YBR196C-A,,Uncharacterized
YBR200W-A,,Uncharacterized
YCR108C,,Uncharacterized
YDL022C-A,,Uncharacterized
YDR169C-A,,Uncharacterized
YDR182W-A,,Uncharacterized
YDR183C-A,,Dubious
YDR194W-A,,Uncharacterized
YDR246W-A,,Uncharacterized
YDR406W-A,,Dubious
YEL020C-B,,Dubious
YEL050W-A,,Dubious
YER078W-A,,Uncharacterized
YFL041W-A,,Uncharacterized
YGL041C-B,,Uncharacterized
YGR121W-A,,Uncharacterized
YGR240C-A,,Uncharacterized
YHR086W-A,,Uncharacterized
YHR175W-A,,Uncharacterized
YHR180C-B,,Dubious
YHR180W-A,,Dubious
YIL134C-A,,Uncharacterized
YJR151W-A,,Uncharacterized
YKL183C-A,,Uncharacterized
YLL006W-A,,Uncharacterized
YLR154C-G,,Uncharacterized
YLR154C-H,,Uncharacterized
YLR154W-B,,Dubious
YLR156C-A,,Uncharacterized
YLR157C-C,,Uncharacterized
YLR159C-A,,Uncharacterized
YLR162W-A,RRT15,Uncharacterized
YLR222C-A,,Dubious
YLR285C-A,,Uncharacterized
YLR342W-A,,Uncharacterized
YLR412C-A,,Uncharacterized
YML054C-A,,Uncharacterized
YMR030W-A,,Uncharacterized
YMR141W-A,,Dubious
YMR230W-A,,Uncharacterized
YMR307C-A,,Dubious
YNL130C-A,DGR1,Uncharacterized
YOL164W-A,,Uncharacterized
YOR011W-A,,Uncharacterized
YOR072W-A,,Dubious
YOR073W-A,,Dubious
YOR316C-A,,Uncharacterized
YOR329W-A,,Dubious
YOR376W-A,,Uncharacterized
YOR381W-A,,Uncharacterized
YPL038W-A,,Uncharacterized
YPL250W-A,,Dubious
YPR108W-A,,Uncharacterized
YPR169W-A,,Dubious
YAL037C-B,,Dubious
YAL067W-A,,Uncharacterized
YAL068W-A,,Dubious
YAR035C-A,,Uncharacterized
YBL006W-A,,Dubious
YBL071C-B,,Uncharacterized
YBL100W-C,,Uncharacterized
YBL113W-A,,Dubious
YBR126W-A,MEO1,Verified
YBR131C-A,,Dubious
YBR141W-A,,Dubious
YBR182C-A,,Uncharacterized
YBR223W-A,,Dubious
YBR296C-A,,Uncharacterized
YBR298C-A,,Uncharacterized
YCR045W-A,,Dubious
YCR047W-A,,Dubious
YCR081C-A,,Dubious
YDL025W-A,,Dubious
YDL086C-A,,Dubious
YDL159C-B,,Dubious
YDR354C-A,,Dubious
YDR464C-A,,Dubious
YDR510C-A,,Dubious
YDR524C-A,,Dubious
YDR545C-A,,Dubious
YEL008C-A,,Dubious
YEL030C-A,,Dubious
YEL032C-A,,Dubious
YEL077W-A,,Dubious
YER023C-A,,Dubious
YER088W-B,,Dubious
YER158W-A,,Dubious
YER175W-A,,Uncharacterized
YER190C-A,,Dubious
YER190C-B,,Uncharacterized
YFL013W-A,,Dubious
YFL031C-A,,Dubious
YFR032C-B,,Uncharacterized
YFR034W-A,,Dubious
YGL007C-A,,Uncharacterized
YGL063C-A,,Dubious
YGL123C-A,,Dubious
YGL188C-A,,Uncharacterized
YGR031C-A,NAG1,Verified
YGR068W-A,,Dubious
YGR146C-A,,Uncharacterized
YGR174W-A,,Uncharacterized
YGR204C-A,,Uncharacterized
YGR270C-A,,Dubious
YGR296C-A,,Dubious
YGR296C-B,,Dubious
YHL050W-A,,Dubious
YHR022C-A,,Uncharacterized
YHR032C-A,,Dubious
YHR052W-A,,Dubious
YHR054W-A,,Dubious
YHR137C-A,,Dubious
YHR212W-A,,Uncharacterized
YHR213W-A,,Uncharacterized
YHR213W-B,,Uncharacterized
YHR214C-D,,Uncharacterized
YHR214C-E,,Uncharacterized
YHR219C-A,,Dubious
YIL021C-A,,Dubious
YIL105W-A,,Uncharacterized
YIL177W-A,,Dubious
YJL020W-A,,Dubious
YJL026C-A,,Dubious
YJL077W-A,,Uncharacterized
YJL077W-B,,Uncharacterized
YJL222W-A,,Dubious
YJL222W-B,,Dubious
YJL225W-A,,Dubious
YJR140W-A,,Dubious
YKL096C-B,,Uncharacterized
YKL156C-A,,Dubious
YKR075W-A,,Dubious
YLL019W-A,,Dubious
YLL066W-A,,Dubious
YLL066W-B,,Uncharacterized
YLL067W-A,,Dubious
YLR120W-A,,Dubious
YLR154W-A,,Dubious
YLR154W-E,,Dubious
YLR157W-D,,Uncharacterized
YLR157W-E,,Uncharacterized
YLR286W-A,,Dubious
YLR299C-A,,Dubious
YLR347W-A,,Dubious
YLR399W-A,,Dubious
YLR406C-A,,Uncharacterized
YLR437C-A,,Dubious
YLR466C-A,,Dubious
YLR466C-B,,Dubious
YLR467C-A,,Dubious
YML100W-A,,Uncharacterized
YML133W-A,,Dubious
YML133W-B,,Dubious
YMR001C-A,,Uncharacterized
YMR105W-A,,Uncharacterized
YMR182W-A,,Uncharacterized
YMR242W-A,,Uncharacterized
YMR272W-A,,Dubious
YMR272W-B,,Uncharacterized
YMR315W-A,,Uncharacterized
YNL024C-A,KSH1,Verified
YNL097C-B,,Uncharacterized
YNL097W-A,,Dubious
YNL103W-A,,Dubious
YNL144W-A,,Dubious
YNL339W-A,,Dubious
YNL339W-B,,Dubious
YNR003W-A,,Dubious
YNR075C-A,,Uncharacterized
YOL019W-A,,Uncharacterized
YOL085W-A,,Dubious
YOL166W-A,,Uncharacterized
YOR032W-A,,Uncharacterized
YOR108C-A,,Dubious
YOR161C-C,,Uncharacterized
YOR161W-A,,Dubious
YOR161W-B,,Dubious
YOR186C-A,,Dubious
YOR231C-A,,Dubious
YOR335W-A,,Dubious
YOR394C-A,,Uncharacterized
YOR396C-A,,Dubious
YPL135C-A,,Dubious
YPL152W-A,,Uncharacterized
YPL222C-A,,Dubious
YPL283W-A,,Dubious
YPL283W-B,,Dubious
YPR159C-A,,Uncharacterized
YPR160C-A,,Dubious
YPR204C-A,,Dubious
YAL016C-A,,Dubious
YAL019W-A,,Dubious
YAL026C-A,,Dubious
YAL031W-A,,Dubious
YAL037C-A,,Uncharacterized
YAL047W-A,,Dubious
YAL059C-A,,Dubious
YAR019W-A,,Dubious
YBR056W-A,,Uncharacterized
YBR109W-A,,Dubious
YBR126W-B,,Dubious
YDR524C-B,,Uncharacterized
YDR524W-C,,Uncharacterized
YEL009C-A,,Dubious
YEL018C-A,,Dubious
YEL034C-A,,Dubious
YEL053W-A,,Dubious
YER006C-A,,Dubious
YER038W-A,FMP49,Uncharacterized
YER046W-A,,Dubious
YER067C-A,,Dubious
YER068C-A,,Dubious
YER076W-A,,Dubious
YER079C-A,,Dubious
YER084W-A,,Dubious
YER087C-A,,Dubious
YER088C-A,,Dubious
YER107W-A,,Dubious
YER133W-A,,Dubious
YER137W-A,,Dubious
YER145C-A,,Dubious
YER147C-A,,Dubious
YER148W-A,,Dubious
YER152W-A,,Dubious
YER165C-A,,Dubious
YER172C-A,,Dubious
YER188C-A,,Uncharacterized
YFL015W-A,,Dubious
YFL021C-A,,Dubious
YFR036W-A,,Dubious
YFR052C-A,,Dubious
YGL006W-A,,Uncharacterized
YHL002C-A,,Dubious
YHL006W-A,,Dubious
YHL019W-A,,Dubious
YHL030W-A,,Dubious
YHL034W-A,,Dubious
YHL046W-A,,Dubious
YHR028W-A,,Dubious
YHR056W-A,,Dubious
YHR063W-A,,Dubious
YHR069C-A,,Dubious
YHR070C-A,,Dubious
YHR071C-A,,Dubious
YHR131W-A,,Dubious
YHR165W-A,,Dubious
YHR182C-A,,Dubious
YHR193C-A,,Dubious
YHR218W-A,,Dubious
YIL020C-A,,Dubious
YIL029W-A,,Dubious
YIL030W-A,,Dubious
YIL047C-A,,Dubious
YIL066W-A,,Dubious
YIL068W-A,,Dubious
YIL071W-A,,Dubious
YIL100C-A,,Dubious
YIL115W-A,,Dubious
YIL142C-A,,Dubious
YIL156W-A,,Dubious
YIL171W-A,,Dubious
YIR017W-A,,Dubious
YIR020C-B,,Dubious
YIR023C-A,,Dubious
YIR030W-A,,Dubious
YIR036W-A,,Dubious
YJL047C-A,,Uncharacterized
YJL133C-A,,Uncharacterized
YJL136W-A,,Uncharacterized
YLR264C-A,,Uncharacterized
YML031C-A,,Dubious
YNL067W-B,,Uncharacterized
YOL013W-A,,Uncharacterized
YOL038C-A,,Uncharacterized
YAL063C-A,,Uncharacterized
YBL039C-A,,Dubious
YBR121C-A,,Dubious
YBR196C-B,,Uncharacterized
YBR221W-A,,Uncharacterized
YCR024C-B,,Uncharacterized
YDR003W-A,,Uncharacterized
YDR118W-A,,Dubious
YDR320W-B,,Dubious
YDR371C-A,,Dubious
YFR009W-A,,Dubious
YFR010W-A,,Dubious
YGL014C-A,,Dubious
YGL041W-A,,Uncharacterized
YGR035W-A,,Uncharacterized
YHL015W-A,,Uncharacterized
YHL048C-A,,Uncharacterized
YHR007C-A,,Uncharacterized
YHR032W-A,,Dubious
YHR050W-A,,Uncharacterized
YHR073C-B,,Dubious
YHR073W-A,,Dubious
YIL002W-A,,Uncharacterized
YIL046W-A,,Uncharacterized
YIR018C-A,,Uncharacterized
YIR021W-A,,Uncharacterized
YJL197C-A,,Dubious
YKL100W-A,,Dubious
YKL145W-A,,Dubious
YLR154W-F,,Dubious
YLR163W-A,,Dubious
YLR361C-A,,Uncharacterized
YLR364C-A,,Dubious
YMR013C-A,,Dubious
YMR175W-A,,Uncharacterized
YMR247W-A,,Uncharacterized
YNL042W-B,,Uncharacterized
YNL146C-A,,Uncharacterized
YNL277W-A,,Uncharacterized
YOL083C-A,,Dubious
YOL097W-A,,Uncharacterized
YOL155W-A,,Uncharacterized
YOR034C-A,,Uncharacterized
YOR192C-C,,Uncharacterized
YOR293C-A,,Uncharacterized
YPL119C-A,,Uncharacterized
YPR160W-A,,Dubious
YPR170W-A,,Dubious
R0010W,FLP1,Verified
R0030W,RAF1,Verified
R0020C,REP1,Verified
R0040C,REP2,Verified
YHR199C-A,NBL1,Verified
YCL012C,,Verified
YBR230W-A,,Uncharacterized
YCR095W-A,,Uncharacterized
YER090C-A,,Dubious
YGR161W-C,,Uncharacterized
YBR201C-A,,Uncharacterized
YBR056C-B,,Dubious
YGL194C-A,,Uncharacterized
YCL048W-A,,Uncharacterized
YDR461C-A,,Uncharacterized
YDR374W-A,WIP1,Verified
YDR119W-A,COX26,Verified
YDL007C-A,,Uncharacterized
YKL023C-A,,Uncharacterized
YKL065W-A,,Uncharacterized
YLR146W-A,,Uncharacterized
YIL102C-A,,Uncharacterized
YPR145C-A,,Uncharacterized
YDR014W-A,HED1,Verified
YPR010C-A,,Uncharacterized
YCL054W-A,RDT1,Uncharacterized
