Accession,Peptides used for quantitation,BY,BY 2,RM,RM 2,7.3.d,11.2.d,7.8.d,4.4.d,6.4.d,3.4.d,9.6.d,2.4.a,23.5.d,18.1.d,20.1.d,8.2.d,17.2.d,1.3.d,1.1.d,14.2.c
YDR050C,16,4.278461727,4.189639297,4.793347453,4.75919798,4.703549883,4.616966169,4.359688099,4.499767208,4.246162449,4.633696034,4.594796688,3.928489357,4.76945889,4.436459627,4.612478715,4.319322571,4.794960132,4.283514443,4.306055092,4.526119411
YDR341C,17,0.439102853,0.412761182,0.317068332,0.38531075,0.254115241,0.024125765,0.513000581,0.157610035,0.049264919,0.689617142,0.210740212,0.630973743,0.224425227,0.571670516,0.094534649,0.452625593,0.838578813,0.688262052,0.346709445,0.566298257
YFR031C-A,14,2.886910179,2.963359825,3.554609835,3.619855151,3.033420685,3.112930972,3.091673947,3.702624414,2.846125557,3.38353239,3.132969853,3.280849737,3.284429838,3.105258408,3.348439747,3.34901056,3.389284772,3.489022323,3.434642924,3.427189616
YHR019C,14,1.677169054,1.729889864,0.873428648,0.92444422,1.309862179,1.018126379,1.668761767,0.866666823,1.28025496,1.579764392,1.347620611,1.540922177,1.285076102,1.710949312,0.887218315,1.42875753,1.808087873,1.880148518,1.427171239,1.548053091
YLR028C,18,3.303558589,3.319659441,2.568274097,2.561506368,2.673965656,2.715158506,3.202898478,2.541769278,3.089318915,2.787795991,3.063950881,3.891966721,2.691403156,2.952585711,2.458472963,3.085575129,2.956517962,3.637616669,2.794657777,3.156372602
YGL195W,16,1.350169694,1.250486014,0.705478851,0.721616137,0.896678811,0.830069333,1.235712207,0.342347428,0.664299415,1.381981035,1.075180472,1.451587837,1.018262794,0.892293297,0.719498398,0.973335706,1.446867409,1.369619301,1.006228481,1.131063734
YIL142W,16,1.413878968,1.428139356,1.159236867,1.164183108,1.168246099,1.215448684,1.614243364,1.035643495,1.584924979,1.374354347,1.457717228,1.687931549,1.057571501,1.309083078,1.098643505,1.566592246,1.070417892,1.145188474,1.315949497,1.371171611
YMR217W,14,2.093461006,1.900434394,1.57807115,1.618898787,1.775496676,1.770082208,2.431330341,1.525775356,1.814457822,2.299398468,1.808968129,2.242250433,1.964232907,2.12077223,1.586208826,2.134746519,1.9709572,2.258147956,1.815358094,2.193889099
YLR197W,13,1.091051641,1.08751183,1.180812691,1.211603633,1.065283126,1.126310245,1.508419966,1.137017241,1.117358172,1.426658137,1.192789658,1.388958847,1.37750505,1.602674889,1.344237146,1.467938792,1.449886218,1.827914175,1.448417456,1.711179567
YNL112W,13,0.97704793,0.928991424,0.711456137,0.696233705,0.790417439,0.799717392,1.389288546,0.500977871,0.811414815,1.346543366,0.708552881,1.432729704,1.571443338,1.720946028,0.795914816,1.276716826,1.884442054,1.738501067,0.993122184,1.423060451
YOR375C,16,3.107906855,3.088363303,4.131000352,4.144465317,3.519726255,4.364722359,3.814593569,3.739326515,3.602320962,3.24980837,4.240761975,3.783577106,3.432708391,3.023702911,3.258201799,3.370361506,3.821081251,3.34699078,3.569592206,2.957438652
YDR074W,16,1.32331608,1.465106275,1.355961615,1.299264666,1.331743281,1.163780172,0.998397352,1.685047148,1.399005769,0.300201355,1.106814366,0.491554212,1.3474835,0.855622806,1.318664261,0.78704268,0.823722195,0.784718368,1.379675893,0.934627694
YOR374W,15,2.756214308,2.670184007,2.552937283,2.583661671,2.368629388,2.444609476,1.791768651,3.106880869,3.131129047,1.337538296,2.481186207,-0.361961314,2.449300553,1.380344177,2.411632025,1.81983389,1.440756868,1.250017442,1.906490462,1.727598945
YFL045C,17,2.015903093,1.957380066,2.177305795,2.194161065,2.086571548,1.992394482,1.987326732,1.749526096,2.50859661,1.904253182,2.513208491,1.91190114,2.28962382,2.083564805,2.313193382,2.6211284,1.752061104,1.880527557,2.193647268,2.268328669
YGR124W,15,2.062852092,2.078961115,2.04196667,2.045131562,2.243377566,1.94844446,2.17456197,2.313666582,1.703996661,2.11357309,2.254624249,1.847805486,1.857575587,2.290551992,2.111561021,2.298628702,1.768360946,1.787005374,1.955030678,2.04123458
YPL004C,15,3.184762295,3.204982142,3.407227161,3.410252418,3.461105264,3.713271362,2.745223981,3.654528228,3.889176088,2.205693403,3.373987333,1.539604721,3.464371264,2.111911625,3.414677496,2.575466402,2.338553602,2.342968189,3.505141298,2.921121901
YPL131W,16,2.525736614,2.462157235,2.664252745,2.732721815,2.653722904,2.304348985,2.431890133,2.750891244,2.568985234,3.101474426,2.842266104,2.668796361,2.789884864,2.897529727,2.623281294,2.937971828,2.721549403,3.255758902,2.66644703,2.886471349
YJL014W,18,0.702383863,0.741073777,0.768682031,0.766632567,0.75870613,0.698389029,0.929050742,0.710798933,0.627570354,0.777634412,0.766222762,0.867272267,0.727779686,0.766920278,0.824626571,0.80214899,0.741314448,0.821484598,0.813241376,0.825802341
YAL035W,16,1.186080502,1.099921896,0.778576802,0.680813432,0.843933333,0.816038942,1.233752748,0.588915444,0.7300754,1.090895172,0.918369193,1.014608762,0.943498293,1.207978061,0.586507876,1.138427295,1.2597365,1.296517592,0.950303069,1.19557496
YLR075W,16,2.188514523,2.171260814,3.769168878,3.718598586,2.800906708,3.126155594,2.561596333,3.811478286,2.415468472,3.017331003,2.853767754,2.718117727,2.834967488,2.590189907,3.373138529,2.890545072,2.717483138,2.661119046,3.080138469,2.954380929
YLR150W,16,3.970995739,3.97034582,4.144565756,4.105482406,4.13966143,4.455480375,4.551254045,4.107603274,4.449638035,4.241574717,4.332970382,4.664712242,4.598509996,4.367379098,4.068034876,4.690501111,4.734613369,4.543243141,4.32324287,4.587654621
YOR361C,18,0.875052422,0.858078223,0.74550039,0.798411098,0.618025118,0.847091551,0.956164926,0.509615387,0.731032633,0.968650904,0.928629196,0.836420196,1.205983537,1.166136981,0.665225812,0.956620504,1.59077004,1.765655724,0.906218128,1.130304294
YDL083C,15,3.7493191,3.777862398,3.610292047,3.626476571,3.300231734,3.564619994,3.902592606,3.342064488,3.548348914,3.684298704,3.522427862,4.073101082,3.618721114,3.825085154,3.369811885,3.910354589,3.96422632,4.261467584,3.822147201,3.922834053
YDL145C,17,0.804542682,0.726705516,-0.019566512,-0.024969107,0.481206417,-0.315272606,-0.09904186,0.023578617,-0.233559762,0.659397394,0.362647521,-0.13189595,0.207446495,0.086206334,-0.152576776,-0.106976081,-0.000924526,0.533073024,0.254056105,0.268054861
YDR023W,15,2.513264603,2.614168201,2.385936268,2.4109735,2.644519176,2.622982458,2.686014678,2.438674807,2.291570172,2.792361419,2.62647268,2.392808025,2.320519559,2.409498715,2.185958774,2.387325367,2.630580176,2.546140304,2.424533836,2.568001555
YJR123W,15,3.840737199,3.712852103,4.279425709,4.232177246,4.301196857,4.562057823,4.46170343,4.144051,4.23997203,4.691576745,4.520908061,3.901685905,4.254935547,4.315062842,4.144661035,4.514738224,4.128761282,4.438081659,4.445014776,4.568991858
YLR060W,14,0.069989128,0.059574592,0.773649355,0.722566834,0.371056688,0.475347541,0.349637715,0.673726088,-0.162149344,0.716708738,0.342682983,0.908832443,0.681515584,0.279409879,0.619790092,0.296465565,0.45577303,0.424311565,0.474860008,0.578634319
YER086W,14,1.171662786,1.138898839,0.766767586,0.780298253,1.040862738,0.986709739,1.406974429,0.890726871,1.082888594,0.985422438,1.067905647,1.428004545,0.931789444,1.228391001,0.761032672,1.27466962,1.077396175,1.274051098,1.243292195,1.125133568
YFL018C,11,0.135806005,0.26446077,0.484039522,0.536887778,0.142166992,0.626019552,-0.04276843,0.703991008,0.098206808,-0.480804795,0.185895182,-0.314411162,0.231185849,-0.193759705,0.538130502,0.222872463,-0.240454466,-0.385153841,0.029852204,-0.033555898
YHR179W,15,2.216303426,2.27897344,1.760865241,1.750320791,1.497427877,1.714554872,0.630142768,1.439620874,1.704593845,1.047333066,1.242131232,1.087077146,1.243233068,1.914409328,1.939614518,1.081411282,1.542903016,1.505340456,1.633751238,1.639223512
YML126C,14,2.111101833,2.182039755,2.385629114,2.414963352,1.395000307,1.28428401,1.809234876,1.303618719,1.534125385,2.690698539,2.622221382,3.054807236,2.526470468,1.948603173,1.261725024,2.757427095,1.816499973,2.894253777,1.622837244,2.656396872
YNR050C,13,2.582202713,2.572593437,2.437020149,2.386761157,1.808819435,1.726114131,2.805021922,1.481414553,2.280012469,1.831730256,1.980206077,3.245052311,2.029453118,2.4818223,1.370708496,2.347153701,3.453728466,2.933275232,2.697149278,2.461580082
YOR198C,13,1.793558536,1.652302279,1.06634523,1.105793328,1.184505719,1.36932932,1.647646702,0.526376771,1.975480622,1.676230009,1.154612193,1.218387007,1.735738126,2.169154219,0.94726371,1.777255934,2.098320491,2.265220406,1.220991017,1.960472843
YPR191W,12,2.46515546,2.452381111,2.297650183,2.301411662,2.05851401,2.643536282,2.233114625,2.262933614,2.496130696,1.724452703,2.328055073,2.086920697,2.976051537,2.099929918,2.491074509,2.897743478,1.853680853,2.63799826,2.02517889,2.698792829
YDR190C,15,0.887925228,0.834433398,1.160760737,1.174993356,0.979905509,0.957531725,0.8371227,0.924165468,0.788014148,1.127323775,0.871036265,0.73080345,1.145200448,0.850116904,1.178205063,0.953069874,1.282638404,0.876965546,1.010591464,1.062764659
YER090W,14,0.004734244,0.014552941,-0.31793207,-0.209442481,-0.393110036,-0.541067331,-0.030826381,-0.471550591,-0.633525394,-0.442538061,-0.564730357,-0.08854058,-0.329021621,0.201748159,-0.56023715,-0.087405599,0.048966908,0.177640572,-0.146558575,-0.115303314
YGL137W,15,1.044572325,1.00666389,0.777363449,0.668453204,0.878712737,0.312225191,0.356457687,1.739589244,0.548463057,0.690975836,0.738829578,0.081237168,1.140758856,0.597510193,0.499486248,0.35990045,0.750020456,0.611359087,0.533902984,0.413381468
YKL081W,16,3.207003333,3.193089275,2.867408322,2.889892757,2.837872151,2.750318247,3.233328981,2.911617326,2.867374709,3.283366068,2.69149528,2.951976293,2.887219862,3.520324839,2.840970686,3.147285879,3.386048712,3.580386081,3.049779184,3.096137966
YLR109W,16,4.567725686,4.504198374,4.528632031,4.46613103,4.780116288,4.586323983,3.997987194,4.597591043,4.526332666,4.862297576,4.475865291,4.319471415,4.811172884,4.536663732,4.64281366,4.117323047,4.800397808,4.713088712,4.453211667,4.668789508
YOL086C,14,4.425956839,4.414618913,4.609908419,4.618540015,4.650450045,5.344680677,4.819311392,3.866051571,3.511439849,4.894322238,3.540371567,4.23471631,4.102635722,4.354620958,3.67084892,4.130131211,4.934044655,4.590357874,5.065811842,4.678692775
YDL022W,14,2.700749738,2.726359156,3.244360636,3.267448181,2.884045412,2.913132044,2.845070252,3.314230179,3.23959187,2.229097685,3.034363455,2.467694249,2.984486005,2.341751704,3.299582736,2.623855805,2.786733061,2.645551555,3.180423958,2.676900567
YDR158W,13,1.422571057,1.454058459,2.251453082,2.24188809,1.792045273,1.957179548,1.580745915,2.033167,1.293931704,1.894382187,1.804461572,1.801370097,1.849681837,1.886859233,1.926777227,1.771734271,2.101820339,2.298282012,2.158800708,1.999724188
YER102W,15,2.742306128,2.682011279,4.090044733,3.988548057,3.363305727,3.508631854,2.962814444,3.820830348,2.725088485,3.289878769,3.218566244,2.196413135,3.625160351,3.192360042,3.756574278,3.09270756,3.517498577,3.013192798,3.589240522,3.556609001
YFL022C,12,3.153531927,3.161604995,2.203459838,2.163830136,2.272955582,2.700475321,3.333798363,1.77491983,3.219789793,2.477634382,2.834778581,3.461191431,3.001231187,3.121130575,2.353767787,3.342253065,3.065153367,3.402850948,2.955991429,3.090539628
YFR044C,15,2.475081905,2.614563659,2.260085443,2.315930814,2.272293518,2.481275019,2.332973012,2.099369581,2.187773031,1.734569463,2.427604893,2.638536219,1.852754678,1.932800411,2.222558429,1.916356134,2.118812634,1.947160653,2.23923102,1.894209762
YGR254W,15,4.116828128,4.116700422,4.680053503,4.768481849,4.725496994,3.60916129,3.827227697,4.999083399,4.878760434,4.401936797,4.625726586,3.318585306,4.651053351,4.191658427,5.022467949,4.21745715,4.17154444,4.081237831,4.186474198,3.960541525
YLR303W,15,2.468630936,2.45295902,2.367768999,2.202889585,2.668508069,2.183040308,1.211179045,3.457076794,2.825062065,2.828104164,2.64161009,3.54342388,3.563782958,3.383048983,2.864146031,2.721427309,1.723572564,2.132988789,2.157817274,2.365410185
YDL082W,10,5.109297773,5.088733965,4.731802594,4.71799987,4.76507475,5.051536252,5.341664114,4.41062152,4.923763592,5.021495333,4.997336606,5.189273447,5.302855167,5.333457092,4.898329663,5.452315877,5.37923714,5.501501739,5.273680269,5.464417467
YIL125W,11,0.562758246,0.833454192,-0.219800456,0.029307503,0.10397849,0.603511299,0.143481283,0.684240086,-0.09898501,-0.227943522,-0.124305389,-1.128800751,0.023256404,-0.663344986,0.56207992,-0.334315459,-0.559996496,-0.317809356,0.158648598,0.036509643
YJL111W,15,0.131664098,0.130118327,-0.233155614,-0.231828296,-0.22274031,-0.164996659,0.266641409,-0.364384038,0.116927618,0.148151285,0.109565502,0.355339572,-0.073236059,0.077664059,-0.237016149,0.242041262,0.028919627,0.12316342,0.055546275,0.210537763
YLR340W,14,4.546449565,4.607650656,4.242004224,4.31947186,4.204327924,4.399235085,4.830885565,4.14905252,4.510949339,4.620878176,4.369924548,4.589618425,4.446025103,4.873926511,4.368324766,5.009708921,4.511201229,4.99297116,4.626930324,5.023573743
YLR344W,14,2.775078024,2.833411363,3.01564679,2.994267205,2.426072742,2.751039937,3.020757641,2.737011005,2.718983037,2.584030378,2.677215655,2.906029945,3.030417799,2.955772014,2.831932839,3.014561828,3.266566082,3.267452859,3.023342585,3.171963151
YMR012W,13,1.274079495,1.195043501,0.150599791,0.155394222,0.870465243,0.740982499,0.966638134,0.380472668,0.474032381,0.943052898,1.042403739,0.147077436,0.502565158,0.913580043,0.332520475,1.043213847,0.871462317,1.002919592,0.717061489,0.880760095
YNL071W,13,1.746480238,1.863596466,1.409726997,1.474017989,1.427494217,1.97229644,1.702416471,1.32911567,1.799012212,1.255636708,1.993416383,1.212935566,1.619738333,1.143936058,1.347114372,1.50288387,1.280768307,1.371986474,1.506906492,1.458685496
YNL302C,15,4.834745081,4.848903298,4.401994464,4.412448809,4.528491133,4.718519371,5.175011188,4.371500117,4.871617512,4.802302,4.689279952,5.095018704,4.759120776,4.887408606,4.364392956,5.138215905,4.893972297,5.110112299,4.751735041,5.09352838
YGL105W,9,0.889268079,0.829010747,0.855446181,0.811188004,0.694892354,0.62841298,0.935338922,0.821708775,0.492558534,0.61099084,0.808413614,0.950562774,0.881585122,0.868052691,0.718547796,0.862403186,1.286924643,1.26353865,0.675543283,0.892185363
YJL153C,14,1.064619374,1.078887525,3.917973866,3.889105859,0.204994849,2.293902868,1.398519857,1.092441909,2.438313856,0.740301258,2.764293498,1.574606434,2.302823301,1.919884648,2.716012232,1.895301529,3.514691004,1.854402925,2.544469843,1.451831434
YOR341W,13,0.859065156,0.964461493,1.671271912,1.647823766,1.019147215,0.98624635,0.782062332,1.299976104,0.622989057,1.156359127,0.974981993,1.057588023,1.191908694,1.00876315,1.498861127,1.023352423,1.055476165,1.371029832,1.279827201,1.306457074
YML070W,16,1.408446497,1.441391084,1.016514602,1.037180464,1.389430558,1.673372866,0.968746408,1.240497256,1.298352729,0.481980949,0.883715759,0.680345979,1.159170412,0.588834839,1.123369963,0.853099253,1.089865205,0.93551992,1.282185231,0.712494167
YMR173W,12,1.243125777,1.201883723,1.934716238,1.841553208,1.463997659,1.540064975,0.490924735,0.670334128,2.541363447,-0.736083331,2.009017149,1.198676938,3.227400782,0.261798528,2.528060315,0.886633197,2.284468536,0.474076895,1.994450717,0.768066702
YBR025C,13,2.658888956,2.782212944,2.260312948,2.248738299,2.281757677,2.482286943,2.953316595,2.072473423,2.239468516,2.603743832,2.474021007,2.645886067,2.228068016,2.738067412,1.913820987,2.634203446,2.823943423,2.880390816,2.494906753,2.623032694
YDR226W,16,2.342657801,2.357226467,2.84985944,2.800913882,2.43430468,2.881621121,2.658935324,2.545293135,2.621983247,2.31155232,2.663394075,2.430420274,2.62789587,2.339074767,2.676063443,2.524933416,3.006480621,2.21683368,2.706839,2.635192551
YGR192C,15,2.517160072,2.311508699,6.815270094,6.820937605,6.102047988,5.928638015,2.810178677,7.260814112,3.715123321,5.68993691,5.701273831,1.13011338,4.323230471,3.313107919,6.702355544,3.457618415,3.012350786,2.346481933,5.330894073,3.992119145
YJL167W,14,1.497658132,1.393041235,2.198848802,2.167250291,1.435411637,1.193108534,1.345418718,1.11154924,1.557769228,2.080950555,2.182102281,2.180549452,2.080068377,1.600702055,1.523504319,2.349078405,1.622960897,2.281509444,1.72410082,1.969455594
YJR016C,15,0.875483951,0.899911274,0.913447266,0.876400409,0.863935174,1.440218248,1.412547193,1.288349766,0.800975545,1.173757658,1.546286357,1.216771441,0.765628661,0.787765388,0.714096144,1.203664885,0.901348898,1.528246812,1.507371477,1.114589822
YOL058W,13,2.515066806,2.462527663,3.416901433,3.413062082,2.420027696,2.633561816,3.124131566,2.419842231,1.967023629,2.030350008,2.578303019,3.68976721,1.498879242,3.154845573,2.375486595,3.798365673,3.750701348,3.464628513,3.129030107,3.441211312
YOR007C,13,2.167662851,2.193592375,2.077793524,2.091765758,2.315819422,2.614949132,2.368788247,2.286727232,2.428422563,1.732123876,2.459724104,2.288058227,2.283565633,2.100794534,2.179793233,2.103402863,2.296252051,1.611197511,2.326066961,1.786713798
YOR310C,15,2.120235732,2.164180445,1.690998294,1.686341393,1.598360401,1.697255406,2.367272491,1.435866771,1.712328713,2.052674984,1.829478945,2.925862952,1.958369155,2.22500405,1.644676295,2.245343552,2.154223857,2.514252976,2.230911778,2.316305882
YPR163C,14,0.250249273,0.172978478,1.779181541,1.697594526,1.385632111,1.48197127,0.814610361,1.942408809,0.506783349,1.123701608,1.106864007,0.128203028,1.108665406,0.681227054,1.740737304,0.787220658,1.01122027,0.676082113,1.039733028,1.133427354
YBR084C-A,11,4.471198597,4.438410434,4.263386398,4.216311611,4.024808858,3.85810289,4.292877685,3.999727678,4.008176221,4.135761463,4.19195265,4.671013147,4.372652418,4.392489562,4.072116687,4.445259785,4.513328541,4.834718222,4.370841157,4.471923195
YHL015W,14,3.926507569,3.895129301,4.323712387,4.266539756,4.075635318,4.244439353,4.292862,4.023547235,3.922397277,4.152049951,4.013621208,3.817366047,4.389295458,4.212058605,4.204520077,4.433623287,4.492050805,4.243001461,4.307115646,4.525047202
YML008C,14,2.164480027,2.422564447,2.156939018,2.235857748,1.800539597,1.526774372,2.054445333,1.40330579,1.640430156,2.672163713,2.755523113,3.133666216,2.368601707,2.086411621,1.536647252,2.68198575,1.652289988,2.192032364,1.745897939,2.343610514
