Accession,Peptides used for quantitation,BY,BY 2,RM,RM 2,7.3.d,11.2.d,7.8.d,4.4.d,6.4.d,3.4.d,9.6.d,2.4.a,23.5.d,18.1.d,20.1.d,8.2.d,17.2.d,1.3.d,1.1.d,14.2.c
YIL136W,8,1.259680886,1.42857561,0.945081234,1.103245546,1.081068657,1.519956105,-0.082782058,1.39827892,2.18006533,-0.982950777,0.795917915,-0.169354889,1.615943461,-0.250217326,1.468836258,0.223139044,-0.42660705,-0.218049694,1.278888457,0.226905923
YMR031C,11,1.435117573,1.41969308,0.739592545,0.783162192,1.128640492,1.035959943,1.285141091,0.999326875,1.944498849,0.612961592,0.905094008,1.17902952,1.571213121,0.718646011,1.206623544,1.015189772,0.778432201,0.957422746,1.091868502,1.041574753
YNL121C,10,0.960001909,0.956320617,1.04205544,0.943820192,1.167005087,1.255475607,1.112890184,1.263009873,1.347816609,1.15931747,1.202593708,0.280882029,1.380984231,1.322016153,1.339932258,1.556024329,0.859839206,1.047444765,0.96763387,1.424376301
YDL124W,14,1.868592288,1.896405193,1.777563369,1.753198366,2.775642563,0.799681839,0.512478322,2.431320325,2.46236976,1.662579984,1.315583223,1.526551044,2.505349645,1.021967192,2.026081224,0.243634793,0.375958597,1.304487089,0.944397966,1.63090028
YHR208W,10,2.001041208,1.953847214,2.408123004,2.455519016,1.481665794,3.231443765,2.957474436,2.626985244,2.874606194,3.130359476,3.584272017,3.634151477,2.273571993,2.233069903,1.054862205,2.103253393,2.094545845,4.31865551,2.88630877,1.504589099
YHR018C,10,-0.727033775,-0.636214726,1.299281156,1.424539062,-0.372730981,-0.70038914,-0.887399784,1.019707761,-0.86278411,-0.431481305,-0.228383286,-0.390134984,-0.668820074,0.209175982,0.469588902,0.446517265,0.019514169,0.51966128,0.460609709,0.403552021
YBL092W,11,3.384105309,3.460963716,4.035647998,3.892291037,3.584916319,4.532642032,4.022568912,3.420715054,2.742307485,3.551809452,3.183679838,3.642604053,3.318891696,3.090772454,3.443561938,3.600599624,3.463994788,2.99340539,4.183617846,3.783534938
YDR025W,12,3.7091574,3.439771254,3.235985784,3.29955232,3.010292955,3.129114894,3.159245876,2.932918025,2.712105972,3.191402493,2.957029894,3.713869995,3.386846503,3.439489615,3.174004507,3.216413672,3.486143027,3.579257224,3.315943812,3.380449166
YDR432W,13,2.024846984,1.978333168,2.150979158,2.140381061,2.088633674,2.218735548,2.239900832,1.90314121,2.161420625,2.075243615,2.262826806,1.977213524,2.218317927,2.035352166,2.073642928,2.274473879,2.10697974,2.004887814,2.070376096,2.27656147
YER025W,12,2.192248825,2.206726672,1.281299694,1.293790744,1.542054038,1.517982766,2.312111873,0.815444748,1.678673443,1.912209845,1.61988516,2.186555471,1.908481245,2.158867599,1.119899564,2.027029879,2.113782669,2.529044312,1.772123127,2.129984659
YGL207W,13,1.623365506,1.726038715,1.491773845,1.302538582,1.07486028,1.236522664,1.620101755,1.047044981,1.360728781,1.028211566,1.299557876,1.632898152,1.574609033,1.521840288,1.277799748,1.467726897,1.592485532,1.755016456,1.349819699,1.669857514
YJL191W,14,4.269955346,4.342317222,4.434387993,4.416889168,4.178818215,4.600091606,4.720153369,4.322059252,4.304672651,4.248056855,4.259789595,4.631391499,4.582765976,4.518004125,4.2987223,4.759061945,4.905018533,4.709183297,4.526770036,4.774720079
YKL056C,13,2.195559718,2.35861599,3.393312693,3.399293949,2.809164778,3.213725994,2.962227345,3.015687225,2.847770452,2.928555548,3.020592981,2.582336545,3.377498167,2.898703765,3.183118215,3.050093463,3.493290337,2.940698746,3.375025945,3.325438984
YKR001C,12,0.822764097,1.001463091,0.557314526,0.616386388,0.608598879,0.50021516,0.794101132,0.303128269,0.467376962,0.715765407,0.697738247,0.467508297,0.855018443,0.668533857,0.436571334,0.584218672,1.120242144,0.996323465,0.913978938,0.92796161
YPR041W,11,0.658031554,0.664720597,2.099759318,2.046982687,1.879284327,1.764722659,1.011344579,2.463270143,1.214230793,1.730967635,1.83524373,0.861985532,1.442063067,1.054026094,1.945030844,1.409056207,1.001799657,0.84817757,1.451660962,1.432417845
YAL003W,12,5.007434096,5.156975924,4.940925085,4.928923424,4.881118902,5.351819969,5.395852167,4.521126532,5.343654678,4.992116811,4.965306136,5.386262281,5.318731563,5.307417437,4.832477441,5.371498206,5.523219588,5.407839618,5.32784636,5.462192092
YBR221C,11,2.797959932,2.86213801,2.379981312,2.43707225,2.542874501,2.709582909,2.429739016,2.519878032,2.750763833,2.364698231,2.687786998,2.321787508,2.674493577,2.450048441,2.571882622,2.433724922,2.254862463,2.400228166,2.52210577,2.394584337
YER178W,11,0.765865473,0.723882822,1.30893758,1.216278392,0.810853865,0.960692799,0.692803327,1.285707483,0.59727401,0.978623284,1.1332594,0.511354937,1.117407249,0.827521086,1.264856903,0.985305448,0.809067422,0.922446691,1.266999328,1.086694399
YGR285C,11,1.468587425,1.508249101,2.826876151,2.841004509,3.164306726,2.380462739,2.647733661,2.801261154,3.115291723,3.337236726,3.265396665,1.198296273,2.058331115,3.023669999,2.924216185,1.836006903,2.7102932,2.946643121,2.936315724,2.981858767
YKL029C,11,-1.450344585,-1.391299911,-0.485876197,-0.442722533,-1.070663863,-0.973190188,-1.037312578,-0.818642179,-0.505777801,0.646940418,-0.174027242,-0.035556567,-0.543326959,-0.422110407,-1.112686911,-1.122055332,-0.767321892,-0.061363556,-0.575350083,-1.359727588
YKL085W,12,3.811313527,3.695615374,2.984553277,3.077711417,3.349647112,3.66204841,2.899249935,3.566383784,3.560884666,3.289249634,3.002650453,1.655117785,3.869668992,3.643036531,3.28660553,3.191302361,3.435176098,4.058008269,2.816094326,3.626819359
YKL104C,13,0.971504654,1.032161456,0.9805,1.031644593,0.748525384,0.721251764,0.542705843,0.907465199,1.054075066,0.5612891,0.859136782,1.230874721,0.93663558,0.990835849,1.00035448,0.931572282,0.565491076,1.002580354,0.811656132,0.693927941
YMR186W,11,1.753518915,1.584374722,3.237004058,3.211506861,3.278510061,2.924924641,1.752277321,3.172892935,1.428181067,3.15887453,2.220095314,0.625310025,2.506725402,1.282650219,3.109630955,2.028893287,1.653690381,1.302229953,2.675416512,2.425583192
YOR270C,13,0.238144369,0.250429028,0.188734793,0.275025929,0.271865963,-0.983213999,-0.397198344,0.552034293,-0.848769379,0.614360215,0.422615686,-0.143255038,-0.182904229,0.236313432,-0.202344353,-0.119789079,0.078630797,0.224104004,0.370205074,-0.386554121
YGR234W,10,1.121495324,0.898100404,2.826121013,2.831637912,1.407973784,0.103791867,1.590749189,2.189136252,1.338910927,2.721693111,2.612965721,2.897891109,2.649771189,1.929253421,1.883382222,3.206164787,0.228223151,2.949452829,-0.649559465,3.125417755
YKL157W,11,1.905504053,1.887247961,1.303846212,1.26746908,1.596180192,1.330022606,1.473206892,0.960062117,1.159153878,1.72643033,1.512175652,0.595866238,2.255514961,1.923431778,1.014838547,1.059141582,2.853918096,2.906747982,1.28563861,1.675355483
YLR027C,10,2.665773473,2.624516043,2.579858221,2.537396108,2.5432005,2.572768942,2.743259839,2.200721718,2.294313528,2.550842394,2.667271625,3.327959016,2.810713551,2.469624218,2.191043477,2.662714262,2.870556116,2.941431971,2.357275381,2.657576553
YMR108W,12,-0.459524569,-0.340577468,0.566476897,0.644995283,0.005740837,0.616272967,0.352716561,0.599495013,0.180738472,0.553211569,1.029806483,0.724812807,0.03742258,-0.043005603,0.016708255,0.335545409,-0.473412757,0.514218522,0.513072386,-0.06240373
YBR263W,11,1.955652541,1.899059914,1.506156012,1.554925948,1.829031875,2.161646761,2.110193067,1.643265386,2.065331645,1.887759171,2.117663997,2.347468819,1.799212818,1.839809999,1.588986353,2.149028089,1.798458033,1.90818989,1.759094272,1.951656776
YIL133C,11,3.426962747,3.30061309,2.745999833,2.813788698,2.713487301,2.806978538,3.407035422,2.427615359,3.016490039,3.07567758,3.018199944,3.504964849,3.279270223,3.604254469,2.789661708,3.567111114,3.624258508,3.916060361,3.400809975,3.531904158
YJR077C,11,2.010847241,2.123728404,2.20695691,2.135245247,1.965069511,2.139551312,2.030567577,2.850920286,1.929662072,1.297408031,1.865546065,1.674975428,2.375457108,1.743802816,2.309536924,2.096980791,1.399328474,2.203045781,2.058067795,2.373803347
YPL091W,8,0.613613545,0.649998735,1.167979554,1.079661375,1.369730579,1.221214975,1.369474469,1.342422958,0.467446079,0.42718614,0.291553163,0.487675943,1.503870397,1.332114041,1.346310647,0.348076237,1.146341192,1.14851887,0.198937206,1.087880026
YER006W,11,-0.848525473,-0.879592348,-0.394785044,-0.42791063,-0.586846206,-0.458577998,-0.177960571,-0.202503228,-0.779481305,0.129060978,-0.390769807,0.094290942,-0.352772289,-0.46122654,-0.506672941,-0.423888689,-0.496496219,-0.206906915,-0.414757101,0.010864447
YJL008C,14,1.447232482,1.447550575,1.006074795,0.938685212,1.066811635,1.052195069,1.609238319,0.739264222,1.214895583,1.181643426,1.196236211,1.338687647,1.079396606,1.493207001,0.814859422,1.339791934,1.199171387,1.33237585,1.103621929,1.421317415
YDR129C,7,2.811047825,2.867626596,2.290080925,2.216548995,2.428633498,1.898413786,2.314443852,2.131036598,1.972163882,1.973200899,2.506773314,2.522365662,2.264919625,2.327122008,1.924467531,2.30170578,2.406850386,2.296529854,2.19125896,2.128126878
YJR137C,9,0.018097103,-0.174364502,-1.222784629,-1.28004159,-0.406869714,-0.739621124,-0.706600222,0.158546509,-0.11680181,0.309281025,-0.172485693,0.038837278,0.08321513,0.583240739,-0.924398217,0.146603162,-0.338277021,0.349442742,-0.732089645,-0.218828206
YGR162W,10,-0.247057748,-0.329220652,-0.429255067,-0.436971491,-0.444298671,-1.027720099,0.034911944,-0.788424941,-0.639697454,-0.264616823,-0.625912314,-0.148434739,0.0925175,0.340971058,-0.617171449,0.09940862,-0.300159752,0.029175318,-0.386495373,0.177718036
YGR180C,12,1.993273076,1.997964564,2.061783195,2.041745072,2.029616691,2.12278756,2.16327875,2.225045724,2.41876297,2.145260561,2.445789714,1.690778744,2.312365007,2.145510265,2.432821482,2.072848913,1.871063949,1.290417142,2.637196199,1.650816667
YJR105W,12,3.241767723,3.324185525,3.08417364,3.149689018,3.102799421,3.245156365,3.594610754,2.781806371,3.457009588,3.188331937,3.550801266,3.506134931,3.348851973,3.063707919,3.116827587,3.29777522,3.486936408,3.261803418,3.289917252,3.496112835
YKL180W,10,5.165359742,5.160023413,5.132846169,5.140956227,4.956261479,4.960171134,5.215279191,4.834026557,4.922065859,5.198937414,4.984796057,5.247205099,5.319281593,5.176628454,5.035181091,5.386052385,5.37046534,5.40149452,5.297857142,5.52960652
YLR300W,11,1.066313274,1.149781719,1.593269412,1.554300351,1.326799444,1.498906701,1.558143979,1.864879232,2.103019313,-0.14838665,1.095635626,1.105428801,1.346164611,0.944537762,1.733113869,0.832912831,1.078945979,0.238079932,1.581336558,0.548938005
YMR226C,11,1.702424355,1.744240343,1.955368594,1.931678864,1.785782353,1.605211176,1.337612904,1.545813157,1.826072503,1.686448244,2.041738879,1.603292876,1.989930988,1.527931689,1.661832918,1.800948125,1.645311934,1.804212965,1.540137055,1.588387769
YNL241C,12,1.139075232,1.045785821,1.38295467,1.336124664,0.994710086,1.141822166,0.818552056,1.373262563,1.486307555,1.084846384,1.421707278,1.373242777,1.497553296,1.302864615,1.236820493,0.945732798,1.275403034,1.690861495,1.290997833,1.169707639
YOR323C,11,3.317931894,3.016725398,1.950498683,2.049642578,2.340910118,2.55627354,3.18962697,1.765321015,2.632567072,2.792394385,2.580746061,3.58416746,2.502333869,2.972685179,2.046731044,3.017561274,3.186294243,3.386940125,2.735634879,2.962515971
YPR145W,11,1.311380562,1.227227989,0.727143352,0.69438267,1.196498693,0.640000614,1.094365897,0.666243155,0.749973752,1.270393993,1.100662463,1.886758239,0.93492458,1.633445512,0.778246767,1.362458046,1.548103861,1.206042405,0.782387527,0.962702324
YBL047C,10,0.924752059,0.916169373,0.569650768,0.664583208,0.333012105,0.354314788,0.720466639,0.331262524,0.387195802,0.049608786,0.69037676,0.435254346,0.263852462,0.575501893,0.13060324,1.371044495,1.119192792,1.046804078,0.726998288,0.718676575
YCL037C,10,2.704667081,2.744096583,1.869029597,1.928641643,2.324648293,2.662224049,2.949652992,1.719391887,2.246647211,2.642908509,2.648206153,2.730457002,1.842744024,2.260253851,1.584574744,2.50202013,2.372587211,2.624875766,2.119500229,2.337770332
YCL050C,11,1.097066993,1.178445238,1.229902951,1.247970566,1.074364072,1.234038622,1.272701003,1.189686553,1.40094409,1.581806264,1.280530093,1.544649773,0.786806792,1.694463517,1.044947566,1.495348001,1.314826858,1.489631748,1.246299063,1.181387547
YDR064W,11,3.391723304,3.304431917,3.404064797,3.354447547,3.093586092,3.099072399,3.327389191,3.096026577,2.875933639,3.440532631,3.230652353,3.192610971,3.616651888,3.751765034,3.266080559,3.560573042,3.904165945,3.703300978,3.531410515,3.709678353
YIR006C,10,-0.115452536,0.146310182,-0.511166819,-0.540303418,-0.088267821,-0.295295866,-0.247130948,-0.620406127,-0.112605976,-0.364315839,0.00563186,-0.427190409,0.061708205,0.025095242,-0.56757857,-0.222562811,-0.346901784,-0.136338839,-0.15838233,-0.179824489
YIR034C,8,-1.459482144,-1.694494,1.64003243,1.713435602,-0.383711477,-0.757352383,-0.058969774,0.849569611,-1.365621032,-0.520185792,-0.872960441,0.519751911,-0.736905632,-1.122900299,-0.384740213,-1.065218186,1.458448182,-0.835703912,0.740510019,-0.885796645
YLL001W,10,-0.443743165,-0.424615929,-0.631066066,-0.667340538,-0.693872705,-0.793081216,-0.808951872,-0.312885935,-0.438741291,-1.134285617,-0.808276174,-0.003817092,-0.243728021,-0.59031917,-0.451446357,-0.486594231,-0.614178891,-0.349318503,-0.774845938,-0.286178211
YML010W,8,0.949412111,0.98234044,-0.044385191,0.011357802,1.035128375,0.147514746,0.644959143,-0.339326007,0.382099188,0.592953094,0.303575433,0.543795946,0.545019181,0.64245826,0.070936889,0.535654273,0.485589835,0.767252767,0.357768952,0.537507291
YNL135C,12,3.622930182,3.660952737,3.531712295,3.495406257,3.633384197,4.071233069,3.777794413,3.076420496,4.210020426,3.462268651,3.866218371,3.704523597,3.96621904,3.779758089,3.670878513,3.671391465,4.024668911,3.54265221,3.976655163,3.874797142
YOL109W,12,1.302992791,1.349830327,1.756775675,1.827682853,0.991648512,1.348940092,1.9517491,0.422106655,1.526120038,1.488282129,1.575183039,1.664837814,1.911249817,1.376071015,1.571069751,1.748718656,2.400957985,1.998706636,1.489201257,1.713414723
YPL220W,10,3.405386401,3.260411731,2.761478223,2.716330422,2.486994988,2.531843465,3.322446326,2.953743231,3.416883914,3.165188755,3.366298484,3.763717265,3.309138183,3.259360015,2.637629358,3.72936932,3.020646562,3.846094476,3.167445168,3.444940299
YDL143W,10,2.04393549,2.188609116,1.38542305,1.502248893,2.086120824,1.413515198,1.895006926,1.279024765,1.297585295,3.085219912,1.6074498,1.196438799,2.698336075,3.12713612,1.562170596,1.613967822,3.16316033,3.152369786,1.555289953,2.461083517
YEL047C,11,1.076130699,1.102308431,0.816972976,0.788499353,0.58477584,0.66446687,0.512519039,0.570051062,1.114951508,0.418356031,0.875797662,0.529110183,0.915913617,0.639225328,0.547641881,0.115191123,1.078196199,0.416611139,1.003639752,-0.038127759
YER136W,10,0.527179081,0.468511051,0.775190042,0.89843017,0.47396819,0.608858827,0.337896905,0.72470754,0.876802348,0.390439503,0.610702781,0.156409751,0.520259373,0.31889656,0.529145075,0.427892834,0.162274199,0.131404979,0.632156835,0.308146503
YKL080W,11,0.98209719,0.918443223,0.777385483,0.773611266,0.702854279,0.602942906,0.63612967,0.782681218,0.711802658,0.775559449,1.02302903,0.856300039,0.687675444,0.733712995,0.744290566,0.89840981,0.761660947,0.662498311,0.719099611,0.522748487
YOR117W,11,1.583427528,1.356251188,0.9491808,0.950425494,0.977643235,1.211273312,1.570282285,0.739056085,1.299272628,0.848754443,1.14115888,1.446354085,1.355108683,1.26455934,0.871018256,1.361812752,1.214374102,1.041269065,0.936386697,1.157187124
YOR142W,9,2.351606767,2.325446277,1.886716014,1.888034301,2.039985205,1.93348609,1.90418625,1.990099724,2.336536363,1.304897147,2.179314696,1.566030952,2.535925244,1.617434432,1.954235175,1.797997382,1.669171098,1.80925781,1.779436992,1.779443048
YBL024W,8,-0.438861107,-0.317469511,-0.411334832,-0.344697336,-0.311044453,-0.223707796,-0.337680396,-0.127485359,-0.719925168,-0.140921963,-0.077114893,-0.516605241,-0.249941231,-0.332495719,-0.212002937,-0.553758433,-0.704227599,-0.483126415,-0.056122924,-0.190305455
YFL014W,9,3.7282169,3.805493287,4.912150122,4.852044234,4.736637101,5.676081243,3.193923288,5.064749381,5.942129011,1.516168013,4.210656123,1.188207462,4.516406937,0.794207735,5.197485824,2.215209513,1.427057367,1.818553501,5.279540874,3.094594231
YPL081W,10,3.468042341,3.482361657,3.205120829,3.211149299,3.037026706,3.208268663,3.664896843,2.854401524,3.278024077,3.308998245,3.320799145,3.75595569,3.47938178,3.629765378,3.129831299,3.786805004,3.653390033,3.658510248,3.69357813,3.733067364
YMR092C,9,1.452442144,1.474062883,0.597690248,0.593178367,0.937870356,0.939202387,0.760683585,0.626036153,1.125045344,0.510083946,0.961886878,0.329434568,0.855542168,0.688020462,0.729685088,0.741933567,0.837522847,0.677888002,0.781143296,0.640144571
YDL223C,3,1.520539322,1.620528277,1.785359262,1.770841633,2.751477563,2.816033286,0.167484626,2.018342697,3.135634042,-1.397460104,1.543061236,-1.080426144,1.968792278,-1.378381171,2.602712789,-0.917781373,-1.409875604,-1.466269669,1.852273523,0.451291278
YJR104C,10,5.01217417,5.064317607,4.499765712,4.445933317,4.635512247,5.049969492,5.002118296,4.249414647,5.498417828,3.866956983,4.842032923,4.545154841,5.118647239,4.107738727,4.430138671,4.274440578,5.494138937,4.898309381,5.17024434,4.69697242
YBR115C,7,0.10859895,0.241003221,0.780791902,0.792065579,-0.29582977,0.011456085,0.34276033,0.345349971,0.20462482,-0.5481669,-0.188680094,0.558059506,0.254716489,-0.361828498,-0.219790396,-0.285542796,1.074087326,-0.475109756,0.272375973,-0.262453144
YIL109C,9,0.79887241,0.75695009,0.542452156,0.434872792,0.271912528,-0.165459702,0.370901445,0.011705491,0.330711498,0.31062229,0.50617922,0.673044897,0.230463385,0.445341206,0.164763242,0.386488043,0.403446446,0.433459168,0.536289662,0.409105739
YJL136C,12,4.419004452,4.3595992,4.540624634,4.49250287,4.33776958,5.214820664,5.294184388,4.187514313,4.91481783,4.369761926,4.786950698,4.981714035,4.462877578,4.368057338,4.49075997,5.030045047,4.717013976,4.269582774,4.998328527,4.729544457
YMR307W,9,1.120941834,1.191807814,1.677372599,1.671108916,1.25756033,0.938718443,0.906478155,1.627156014,1.052594765,0.798329613,1.142330691,0.739783398,1.586318899,0.964973595,1.491126984,1.156807721,1.073320086,0.939821847,1.403616692,1.065091138
YNL037C,10,1.795151547,1.848209263,1.62381746,1.61621881,1.384175128,2.101316414,1.721648131,1.78631732,1.846104571,0.75900681,1.239369254,0.959013869,1.966888677,1.403814699,1.444166043,1.906476238,1.505126742,1.674198875,1.316100824,1.816369421
YNL098C,11,0.536357931,0.328111918,0.055001461,0.121880925,0.223016291,-0.024281466,0.147722538,-0.073610874,0.787285813,-0.045770321,0.426409144,-0.223497801,0.437441628,-0.03179178,0.165805186,0.333228727,0.390743031,0.263187647,0.309015968,0.209841294
YNL287W,12,0.103924139,0.200077429,-0.396798249,-0.418779755,0.013683819,-0.620371571,-0.291351699,-0.33147446,-0.499149517,0.087695328,-0.001200663,-0.44540968,-0.272232674,0.030542865,-0.343710424,-0.281368849,-0.123688714,0.22549278,-0.097200226,0.041145824
YOR096W,10,3.651672165,3.644451006,3.748198672,3.816631981,3.696557658,3.746399597,3.88817691,3.790015862,3.822285153,3.988181535,3.770328472,3.467872138,3.687777799,3.98147174,3.501860152,3.964699405,3.779187948,4.056598581,3.533815268,4.04551222
YBR249C,10,1.831016908,1.97171385,2.179368682,2.176615732,1.925606744,1.821054104,2.101286435,2.026728868,1.837314994,1.982737351,2.039136073,2.945754774,1.739202402,2.45639077,1.766093798,2.445357884,2.36749586,2.73716813,2.05739623,2.39584571
YDR155C,10,5.834114176,5.852112818,5.550637166,5.588737157,5.50909645,5.931848154,6.033964038,5.203082354,6.499929157,5.115384176,5.880418087,6.09653949,5.278730859,5.311080355,5.471630042,5.68746304,5.620877002,5.017031741,6.000943309,5.404552606
YDR258C,9,1.361537542,1.344741937,1.302528876,1.37638014,1.892036222,0.772794804,0.832122391,2.575479218,1.244461786,1.342175747,0.560025533,-0.392670564,2.311793656,1.590917657,2.117263079,0.710656212,0.982010685,1.255833271,1.325299841,1.698180231
YDR394W,9,-0.081325996,-0.114704638,0.373333776,0.484936849,0.341914797,0.368303449,0.287252305,0.649381107,0.392863749,0.526221126,0.565927591,-0.65785614,0.711244305,0.507900949,0.429911431,0.349563481,0.615508495,0.931456159,0.043538515,0.615723513
YGL148W,10,1.443812851,1.504643172,1.043495403,1.187703234,1.087101494,1.00965352,1.872139295,0.819526743,1.054352017,1.3808707,1.337172393,1.740889386,1.046166046,1.515296429,0.929020658,1.75619847,1.600204704,1.74246938,1.248653226,1.483130988
YHR068W,11,1.252418435,1.207009712,0.670710208,0.682041226,1.08348041,1.087231182,1.524683921,0.649890265,1.011645379,1.259234318,1.14222779,1.387076359,0.785600168,1.269847593,0.566805327,1.304542796,1.107548374,1.204463171,1.118217244,1.156660837
YJL020C,9,0.850160101,0.805269473,0.426645932,0.437086558,0.47191483,0.449937084,0.059510355,0.309836192,0.416064297,0.271697487,0.640549237,0.084659449,0.582187683,0.208965977,0.276317098,0.276793621,0.574292038,0.467724478,0.20115451,0.466141674
YLR406C,9,2.0150489,1.946866587,2.598469153,2.458573035,1.745167853,1.9826809,2.075816296,2.331453812,1.706475287,2.12187483,1.707713838,2.516477228,2.110608735,2.086751893,2.220022221,2.138565267,2.233861616,2.103211276,2.072995796,2.410455299
YMR309C,12,0.573230949,0.543035202,0.012304582,-0.035634085,0.018649774,-0.270952122,0.530703295,0.023296244,0.211849221,0.263072023,0.086146116,0.771782047,0.612912726,0.700480353,0.067911155,0.715354797,0.475833663,0.758694254,0.381817521,0.620832285
YNL079C,7,-0.895939759,-0.721022885,1.235196795,1.107400509,-0.508524133,0.623107417,-0.360603427,-0.090114077,-0.074227615,-0.776800381,-0.204533647,-0.834247301,0.372218208,-0.586380916,0.669884492,-0.717518655,0.762123422,-0.724607121,-0.242095839,-0.333600292
YOR184W,9,2.518842755,2.493483016,1.585325781,1.497444967,2.055167464,1.828731958,2.420902335,1.416505023,1.890430925,2.123685287,2.073334887,2.474672053,1.517237315,2.20795777,1.375598592,2.144743344,2.118496847,2.224041506,1.685896078,1.885158999
YPR033C,12,1.238419178,1.216477949,0.561227146,0.58315101,0.7911663,0.755435508,1.438153794,0.506827408,0.635341831,1.127825885,0.947462391,1.420331372,0.774655054,1.061567649,0.49113434,0.963821699,1.071964928,1.186513538,0.865404449,1.01847578
YCR084C,10,1.15364929,1.263004353,0.917948722,0.958382665,0.815086723,0.981263859,1.038630725,0.734070621,1.251788451,0.578872724,0.828517482,1.072755915,1.090591997,0.923309035,0.912111623,1.082083389,0.448298176,0.917042072,1.130629263,1.146002272
YDL084W,9,2.318821471,2.36973821,1.667312012,1.697291321,1.775325404,1.805649566,2.072981961,1.612827463,1.813637032,1.854388992,1.80879006,2.026886712,1.748080425,1.837167861,1.559099431,1.637049745,1.944723054,1.952883123,1.802052643,1.837493115
YDR368W,6,1.33579091,1.350541668,0.476784313,0.619670864,0.955946938,1.029242743,0.779685253,0.921126961,1.444806501,0.903201269,1.294444802,0.72642665,1.03254333,0.962772116,0.845711951,0.972028213,0.983464426,0.980139022,0.794204779,0.719100802
YGR088W,11,1.452960694,1.419274252,1.627694712,1.611167704,2.399105622,2.509226792,0.260243539,2.818571429,3.377737912,-0.591831902,1.703458221,-0.783795447,2.052797521,-1.5746492,2.532004229,0.394078301,-1.780461295,-0.136237426,2.219647948,0.943585279
YIL041W,10,2.119972572,2.169531263,1.818699141,1.905650538,1.997552532,1.926101091,1.677084708,1.709053391,1.86821632,1.668172939,2.128502142,1.73681895,2.119050824,1.628757735,1.928855636,1.762935985,1.698143614,1.488588985,1.794286351,1.663915639
YIL075C,9,0.983051176,1.051928342,0.163186969,0.222768534,0.466495906,0.306341472,0.609483218,0.058376295,0.555104626,0.598125049,0.587736008,1.145634134,0.834502798,0.904469458,0.185937706,0.671149112,0.496036028,0.985877333,0.408745178,0.616450824
YMR170C,10,3.947921389,3.987974819,2.535597131,2.579030973,3.289881797,3.264157995,3.900188126,2.84601963,3.533575855,3.300532944,3.087462836,5.012665266,2.933748109,3.663894184,2.843959862,3.532239613,3.199623423,4.079038055,3.417321293,3.488546758
YNL134C,9,2.52757535,2.462163974,1.649385081,1.575615472,1.687656701,1.57325914,2.001535429,1.92605846,2.365861641,1.206603532,1.173271458,0.88606856,2.896421194,2.008977175,2.213878419,1.828363773,1.255358733,2.746737542,1.484304136,1.590474442
YER055C,9,0.489884418,0.450349575,-0.046316263,-0.033581189,0.677322489,-0.193147319,0.563328837,0.46732771,0.255801153,0.314675307,0.341638883,1.045461623,0.384263823,0.678896989,0.117060228,0.474441515,0.407499719,0.437640366,0.533228951,0.527205699
YBL030C,8,2.099047515,1.958934948,2.453897941,2.496329451,1.908660905,1.866725497,1.759211233,2.852123369,1.853264991,1.664716593,1.981019357,1.450495969,2.616572517,1.928316035,2.455438794,2.421231395,1.449074591,2.39645442,2.127910822,2.537094524
YLL040C,8,1.338061348,1.311974042,-0.013829738,-0.00762896,0.763331781,0.233503318,0.290980829,0.192349372,0.660032164,1.019718913,0.608215902,0.137938209,0.698857509,0.923694463,0.16670586,0.712556389,1.088799036,1.064180215,0.522383291,0.817329401
YML024W,10,5.364454671,5.45953801,4.58398558,4.562131422,4.764549724,5.014247574,5.467206005,4.49244684,4.98043887,4.901113284,4.88120603,5.600511491,5.193771945,5.285880808,4.566726205,5.424693186,5.33857407,5.538203028,5.187573438,5.385426562
YOR209C,9,0.209452546,0.175888515,0.138348375,0.453189173,0.089421962,0.096613005,0.369241272,-0.103569297,0.396856209,0.567758344,0.363481213,0.096632324,0.313816222,0.332255561,0.190778058,0.63853632,0.605053089,0.455814745,0.517384051,0.601733473
YDR035W,10,0.325666722,0.441760508,0.525541796,0.523776846,0.447899163,0.139460198,0.295832173,0.460090655,0.379624991,0.685009238,0.725871745,0.697516958,0.965211875,0.915097343,0.397095197,1.000283607,1.126985709,1.051486582,0.492054409,0.822492304
YDR091C,10,1.11246329,1.12199303,1.250787922,1.325355118,0.519826962,0.591093849,1.322646093,0.935732003,0.69523044,1.22223036,0.908193772,1.551709668,1.10932047,1.271766159,1.062110634,1.139385625,1.2676513,1.512883699,1.279037615,1.576506402
YDR418W,10,4.431676965,4.505039472,4.304030385,4.259036014,4.186983077,4.610431757,4.691111039,4.320650263,4.341566184,4.283158261,4.130677481,4.711413975,4.459115692,4.567762171,4.206913685,4.646014772,4.611337915,4.833664145,4.603651607,4.601654101
YEL046C,9,1.348158578,1.523303493,0.976023746,0.986921167,1.005824708,1.007031627,1.934534099,0.71409988,1.302591831,1.277609401,1.080749442,2.044555239,1.356127551,1.671146104,0.795566111,1.988530784,1.706399432,1.986063093,1.607370725,1.857728346
YGR054W,10,1.167298071,1.131101456,1.28917337,1.357830356,1.18485913,1.429396041,1.663600498,1.210796741,1.761303583,1.099905673,1.348194348,1.462093258,1.217427211,1.165257086,1.289887409,1.789937856,1.249125452,0.775277836,1.415327561,1.512577998
