Gene ID,REF,EtOH  20g/L,EtOH  40g/L,EtOH  60g/L,Osmo 0.2 M (NaCl),Osmo 0.4 M (NaCl),Osmo 0.6 M (NaCl),Temp 33C,Temp 36C,Temp 38C,EtOH20 vs REF,EtOH40 vs REF,EtOH60 vs REF,Osm200 vs REF,Osm400 vs REF,Osm600 vs REF,Temp33 vs REF,Temp36 vs REF,Temp38 vs REF,EtOH20 vs REF,EtOH40 vs REF,EtOH60 vs REF,Osm200 vs REF,Osm400 vs REF,Osm600 vs REF,Temp33 vs REF,Temp36 vs REF,Temp38 vs REF
YNL118C,106.2355056,128.2731548,133.4640721,158.5506585,115.3765388,106.2525127,125.1285048,93.46850746,123.8126153,108.5882912,-0.081866087,-0.099094682,-0.173898361,-0.035847817,-6.95201E-05,-0.071086566,0.055604381,-0.066495208,-0.00951331,0.482093287,0.372921008,0.122523993,0.921439313,0.999977057,0.520222506,0.741695951,0.588148389,0.939738895
YNL119W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL121C,2557.811871,2352.684634,3425.117642,4005.350768,3026.752772,2802.544928,3169.570992,2386.236952,2499.885978,3170.299874,0.036304883,-0.126806894,-0.194771957,-0.07310835,-0.039683985,-0.093131885,0.030155032,0.009948398,-0.093231745,0.523797862,0.046333298,0.016366249,0.850165909,0.384152218,0.271475631,0.58156664,0.831395361,0.14186503
YNL123W,323.3583593,345.3613985,396.0252345,481.8744475,334.1642995,370.825461,373.2282118,321.1193398,315.1010746,471.5748571,-0.028589702,-0.088038767,-0.173249805,-0.014275958,-0.059485453,-0.062290371,0.00301763,0.011234208,-0.163866549,0.195613733,0.25835183,0.080914991,0.976168154,0.710081989,0.391880956,0.973932598,0.919409123,0.126059713
YNL124W,NA,160.8720097,NA,NA,193.9669768,NA,461.4608778,144.5161353,NA,123.0076803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL127W,12.08439929,NA,16.39752749,17.41562057,NA,NA,NA,NA,16.15503719,16.92528774,NA,-0.132553301,-0.158713888,NA,NA,NA,NA,-0.126082895,-0.146310994,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL129W,55.09391438,112.2814535,NA,27.7846526,51.62998329,56.08708019,49.21625203,44.14460516,31.3037773,23.67278269,-0.309204396,NA,0.297298659,0.028201645,-0.007759202,0.048995092,0.096225993,0.245506884,0.366854318,0.26879498,NA,NA,0.868656189,0.96904497,0.528008213,0.426642593,0.124113799,0.050985284
YNL130C,NA,NA,NA,NA,934.5413684,677.5929229,971.3823127,NA,NA,1632.006845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL131W,4595.882413,4508.518755,5918.384502,5143.318394,4209.054937,3969.703325,4625.733242,4404.469626,4292.325443,5138.063028,0.008335028,-0.109834268,-0.048874501,0.038184314,0.063610858,-0.002811676,0.018475289,0.029676266,-0.048430519,0.958184363,0.238814149,0.431016233,0.900668496,0.710081989,0.980115984,0.879530262,0.702477946,0.50249961
YNL132W,560.5936673,396.2874433,411.7629456,511.4011304,527.5178732,522.9523763,521.5660456,495.369354,479.1531099,652.1132377,0.150637876,0.134000925,0.039886504,0.026411009,0.030186047,0.031338877,0.053719052,0.068173876,-0.065674829,0.107137227,0.045453973,0.233453705,0.882268212,0.817254424,0.535443363,0.606481681,0.213503888,0.375589059
YNL135C,7279.887022,6416.869313,5508.332466,3760.424391,8167.840698,8022.331198,8106.028367,6897.427144,7412.475514,4773.276631,0.054801445,0.121104494,0.286887779,-0.049982619,-0.042175948,-0.04668348,0.023437518,-0.007838632,0.183308035,0.286698671,0.11794336,0.001022034,0.850165909,0.628250738,0.420080262,0.233220544,0.891709112,0.006880674
YNL137C,298.1810476,248.3411592,478.0626148,542.9010493,326.8862215,316.2600924,336.3681977,252.0402005,237.4695335,233.7117468,0.079431332,-0.205004746,-0.260240645,-0.039916579,-0.025564357,-0.052334892,0.07301022,0.098872137,0.105799495,0.323962855,0.062512586,0.003930134,0.87935577,0.753022702,0.445105,0.441779341,0.156066947,0.112449743
YNL138W,3513.077533,3449.58928,2835.525945,2916.693822,3680.165964,3541.198804,3206.038363,3727.106651,3904.378628,2798.87074,0.007920345,0.093054109,0.080796893,-0.02017967,-0.003462574,0.03971902,-0.025684086,-0.045864192,0.098704893,0.88312718,0.027855535,0.051086717,0.904481697,0.986877336,0.194947011,0.412060532,0.3966999,0.021251652
YNL139C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL141W,252.4739833,427.6551389,88.53575397,61.03693036,285.6366677,257.4656532,233.1807685,295.6017974,159.6380831,121.3908394,-0.228877063,0.455097942,0.616623948,-0.053597326,-0.008502669,0.034523903,-0.068490438,0.199080128,0.318030717,0.192654095,0.021453993,0.016284276,0.850165909,0.968654596,0.531254751,0.831976727,0.11163347,0.01168433
YNL147W,842.6313796,1115.374752,851.8503472,738.1221044,880.7860519,884.7114697,872.1822307,895.6236792,940.0419475,739.9434612,-0.121783181,-0.004725677,0.057509417,-0.0192328,-0.021164029,-0.014969606,-0.026487939,-0.047509605,0.056439092,0.129521528,0.938758097,0.37077362,0.904481697,0.889254667,0.886363139,0.770235028,0.393233805,0.242278783
YNL149C,1028.220856,1061.220864,881.8374241,907.5021635,1201.02536,1114.146527,1113.017659,1026.558434,1046.530353,1066.702122,-0.013719371,0.066697883,0.05423874,-0.067465769,-0.034855902,-0.034415646,0.000702733,-0.00766542,-0.01595675,0.74789902,0.338866027,0.509845198,0.850165909,0.368628419,0.400430043,0.983226971,0.835795182,0.67210504
YNL151C,341.1894744,341.9700838,353.9240754,NA,608.6453103,274.4281578,433.5985641,168.7814527,108.2721144,77.46803372,-0.00099249,-0.015914481,NA,-0.251368655,0.094566955,-0.10409221,0.305670904,0.498479007,0.643873092,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL153C,NA,132.8880951,NA,NA,201.7526829,177.681922,NA,NA,NA,141.0711169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL163C,142.1984783,107.5249007,126.9494162,193.1734568,123.6380861,119.0532083,128.4831146,138.2713799,155.8105819,183.0601237,0.121385899,0.049264241,-0.133052503,0.060742675,0.077153845,0.044048893,0.012162652,-0.039702001,-0.109698803,0.20813363,0.118075225,0.242805107,0.850165909,0.53495801,0.348615716,0.82089137,0.267654284,0.09641101
YNL166C,24.17702033,19.43419223,28.26238718,32.19421978,20.77327077,23.53960904,19.93457637,NA,28.77558951,32.67491863,0.094836282,-0.067806066,-0.124375129,0.065897894,0.01160353,0.083795765,NA,-0.075621454,-0.130811739,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL168C,2350.248589,4193.481211,2529.164479,2170.026845,2176.647669,2152.433501,1477.117542,2643.920457,2802.746683,1722.011169,-0.251460901,-0.031863273,0.034648694,0.033325665,0.038184058,0.201698745,-0.051134585,-0.076470047,0.135077837,0.020269946,0.491319471,0.447552427,0.868656189,0.931506351,0.040855264,0.325439095,0.139559684,0.012043262
YNL173C,585.1766631,839.958543,739.294586,695.0536488,527.9147551,669.2320819,455.5312195,775.5846102,759.4493963,558.9508157,-0.156970853,-0.101530528,-0.074731329,0.044723197,-0.058289754,0.108768852,-0.122342185,-0.113211843,0.019913404,0.400041101,0.52531322,0.562533626,0.944641268,0.957812077,0.591588265,0.635066025,0.623930818,0.913068438
YNL175C,488.2642297,349.2012429,429.8447757,463.916374,493.569007,497.4601602,490.8855983,497.9120749,459.1898457,488.0968752,0.145579128,0.055343256,0.022215208,-0.004692972,-0.008103396,-0.002325382,-0.00849775,0.026662633,0.000148882,0.129916809,0.380893976,0.610707658,0.979589102,0.965137524,0.964088996,0.95255154,0.737923551,0.996395159
YNL177C,83.2138447,68.70301848,133.2077108,105.4655548,81.98985105,81.33521645,88.61079349,65.48659672,67.04762819,98.80551881,0.08321977,-0.204333777,-0.102915054,0.006435491,0.009916961,-0.027291038,0.104043167,0.093812169,-0.074585615,0.51880367,0.106653888,0.074309401,0.976168154,0.968654596,0.594622997,0.419915031,0.233478616,0.472073618
YNL178W,26895.35357,21895.83913,22961.20373,22878.47351,31443.7774,29341.18233,30291.58302,28269.21468,30368.47749,26811.93515,0.089315664,0.068682606,0.070250214,-0.067857455,-0.037800352,-0.051644712,-0.021636486,-0.052745761,0.001349098,0.231086224,0.312151315,0.329027304,0.850165909,0.710081989,0.301921755,0.757660531,0.314627251,0.978526836
YNL181W,524.7139168,560.8707032,515.8767717,494.9265935,464.8275089,463.042275,518.746642,470.2485627,458.1739384,464.5605955,-0.028940172,0.00737661,0.025381793,0.052630761,0.05430194,0.004967285,0.047595106,0.058892201,0.052880213,0.612808683,0.867676736,0.555949109,0.850165909,0.609451677,0.959928859,0.524080563,0.377484678,0.29022881
YNL182C,160.5119641,95.34901542,111.9206982,163.3691691,157.9686647,125.9082265,175.4298872,168.8599581,186.0572632,148.462386,0.226191196,0.156596998,-0.007662691,0.006936462,0.105453302,-0.038596175,-0.022019268,-0.064139219,0.033890973,0.311871391,0.150380394,0.940744072,0.976168154,0.710081989,0.664812187,0.879530262,0.544189914,0.548155183
YNL185C,233.0383046,194.051166,364.4994381,340.8838129,237.0284464,224.4636082,200.8066318,201.1579697,220.5310576,257.5838747,0.079511055,-0.194269551,-0.165179067,-0.007373158,0.016281372,0.06464926,0.063890068,0.023957552,-0.04349136,0.365358268,0.045814316,0.018868739,0.954966029,0.908419101,0.258213199,0.247590246,0.633806096,0.601109718
YNL189W,451.0570853,440.7690403,432.7482374,439.18558,493.2801995,464.3199163,493.8334787,518.985121,480.5625229,428.5415671,0.010020427,0.017996202,0.011583437,-0.038862174,-0.012585803,-0.03934902,-0.060923398,-0.02751839,0.022238556,0.935009704,0.681204154,0.833791217,0.850165909,0.936353519,0.541399989,0.441779341,0.48550766,0.494213766
YNL193W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL197C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL200C,790.8309086,529.7324363,479.9524909,593.92314,724.8648103,711.5172243,498.7327427,1124.035493,1300.243267,463.0478743,0.174027069,0.216885385,0.124353389,0.037826618,0.045898217,0.200215753,-0.15269639,-0.215940979,0.23245774,0.062925332,0.066162358,0.060250189,0.850165909,0.845472193,0.043647865,0.206950636,0.048765375,0.021251652
YNL201C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL206C,308.6801379,321.2236314,304.7586923,325.4644662,345.4360682,264.6715377,280.1029371,306.4582388,326.563146,293.885652,-0.017298802,0.005552584,-0.022994894,-0.048858996,0.066801445,0.042191023,0.003137384,-0.024458486,0.021330302,0.834242852,0.952781491,0.734583505,0.850165909,0.817254424,0.688308774,0.975532182,0.868555598,0.850066308
YNL208W,66125.90049,64311.27408,35830.08188,26219.89601,55737.21265,49376.70033,36532.02419,83598.07716,104124.8235,39575.16752,0.012084486,0.266123799,0.401740634,0.074226353,0.126849535,0.257697863,-0.101824689,-0.197182679,0.222948837,0.94730704,0.045717994,0.008843253,0.850165909,0.712423272,0.039867499,0.303866311,0.11163347,0.014953213
YNL209W,47870.02858,44673.26326,48062.67163,52154.80033,54393.9532,55204.48749,61146.04215,51046.30228,52721.91196,54757.95922,0.030016009,-0.001744221,-0.0372306,-0.055486936,-0.061910696,-0.106304665,-0.027900601,-0.041927465,-0.058383567,0.761962517,0.952269191,0.737846093,0.850165909,0.384152218,0.347533019,0.740079799,0.648830049,0.330797177
YNL212W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL216W,269.305004,326.0966929,247.1216683,264.7071709,244.7637803,208.3282965,223.116566,233.7278803,242.9880499,219.0625634,-0.083101971,0.037333596,0.007478717,0.041497271,0.111496161,0.081712606,0.061533903,0.044659508,0.089676258,0.143254173,0.493101134,0.930504253,0.882268212,0.384152218,0.250644799,0.589364864,0.674892409,0.092404236
YNL219C,212.1019158,205.7061579,157.0596684,222.1658426,104.9967959,186.6784743,188.1165388,167.2575645,183.5638194,343.9552087,0.013297299,0.130479915,-0.020132697,0.305368545,0.055450348,0.052117612,0.103158823,0.062757506,-0.209957299,0.91887882,0.460417497,NA,NA,NA,0.730503429,0.448998945,0.787226766,0.212310799
YNL220W,10595.59202,10423.37337,11779.46158,9221.222192,10954.9322,10607.40113,11434.2768,11338.38033,11565.20308,14577.29696,0.007116933,-0.046000212,0.060336741,-0.014484466,-0.000483765,-0.033083474,-0.029425793,-0.038028036,-0.138551773,0.926186442,0.266253331,0.02809123,0.924645216,0.998920715,0.396678196,0.656484951,0.350020816,0.012222396
YNL221C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL225C,NA,NA,23.05080525,33.76699748,20.63248731,NA,34.08898667,NA,19.10861311,38.80826431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL229C,751.4669091,761.9929634,1027.207989,1125.296652,897.9576616,851.9778536,1203.935699,886.7240176,1115.825665,1172.123242,-0.0060411,-0.135748527,-0.175357166,-0.077345999,-0.054518445,-0.204693431,-0.071878611,-0.171686485,-0.193063416,0.971105171,0.176940621,0.297057977,0.868656189,0.845472193,0.456126359,0.602640316,0.197720944,0.130964422
YNL231C,589.410062,1007.377859,779.5765834,734.0070893,610.90183,588.5141251,557.1837805,697.1434882,797.836913,1000.873959,-0.232774856,-0.12144124,-0.095282709,-0.015553881,0.000660655,0.02441908,-0.07290463,-0.13149658,-0.229961844,0.144527944,0.176940621,0.148735539,0.896299001,0.999977057,0.635158957,0.412060532,0.121527216,0.01168433
YNL232W,111.3340815,104.8288032,114.5696186,125.3248882,122.8291972,121.5211574,112.0348875,123.4809724,118.8862679,93.24974778,0.026147503,-0.012441337,-0.051409195,-0.042673483,-0.038023767,-0.002725152,-0.04497191,-0.028503563,0.076980465,0.7853429,0.887691246,0.192758416,0.86645689,0.817254424,0.888451142,0.745855931,0.522355275,0.148559878
YNL241C,4227.294631,3133.648774,3901.693034,5533.76484,4208.365229,4026.863555,4442.868611,4262.684239,4288.583943,4949.033775,0.1300122,0.03480942,-0.116958182,0.001949094,0.021095604,-0.021600952,-0.003620645,-0.006251397,-0.0684579,0.150804308,0.362140907,0.081001474,0.988491725,0.889254667,0.665697248,0.953034394,0.932574819,0.116082837
YNL243W,355.6286675,339.1731523,360.6674044,406.8324604,360.8036814,320.7220244,341.6262789,358.2340186,385.0284169,325.158555,0.020575295,-0.006110132,-0.058418835,-0.006274198,0.044867978,0.017445492,-0.003170062,-0.034496021,0.038901578,0.829464533,0.929235863,0.337084292,0.976168154,0.817978052,0.800743075,0.97194946,0.687639836,0.537365541
YNL244C,402.0933077,281.0093406,386.9186495,512.9347568,394.3565866,384.614046,411.5371016,491.3091504,555.159584,553.5472191,0.155606089,0.016707182,-0.105735283,0.008437746,0.019301704,-0.01008215,-0.087028008,-0.140090997,-0.138827828,0.107555273,0.617028931,0.132921548,0.945718304,0.89354419,0.925094558,0.297462311,0.11163347,0.067439165
YNL247W,656.1431897,587.8149326,761.9357255,957.0532599,729.3153337,716.3456603,795.0376266,650.4441199,670.9158302,801.1254426,0.047758011,-0.064919712,-0.163937481,-0.045916719,-0.038124009,-0.083389057,0.003788634,-0.009669414,-0.086701899,0.427804295,0.107303782,0.040507336,0.850165909,0.710081989,0.247816369,0.952957492,0.891709112,0.084719254
YNL248C,704.8169637,584.6253711,663.2183116,740.6079988,804.4285242,784.9281022,807.2625898,803.0262158,806.0090727,770.4224329,0.08119869,0.02641984,-0.02151205,-0.057411114,-0.04675353,-0.058938479,-0.056653375,-0.058263582,-0.038652572,0.188124174,0.45670235,0.695826168,0.850165909,0.732242764,0.238325057,0.637668064,0.436413095,0.271207428
YNL249C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL251C,474.3123985,495.8831788,499.9621408,586.6148468,512.3178183,521.2089785,456.4075915,435.6843553,431.1364193,429.3412781,-0.019314899,-0.022872642,-0.092288573,-0.033474984,-0.040947411,0.016711618,0.036892512,0.041449767,0.043261832,0.81013392,0.664202978,0.160973286,0.868656189,0.772533256,0.719575149,0.721907686,0.493032079,0.288127173
YNL252C,900.5259733,779.6844909,1557.94161,1345.237735,995.5381418,944.2789664,896.9692242,724.7418895,701.1874559,728.1640423,0.062577348,-0.238054933,-0.174302798,-0.04356166,-0.020604073,0.001718701,0.09431288,0.108662105,0.092267014,0.39955432,0.063575288,0.035760792,0.882268212,0.933571756,0.987719075,0.271539752,0.11163347,0.289793223
YNL256W,45.39808229,58.39681163,78.18719387,93.38467709,53.14882671,45.55426096,54.48994766,54.11686443,47.05150202,59.55749915,-0.109351628,-0.236098119,-0.313238114,-0.068456174,-0.001491498,-0.079278883,-0.076295118,-0.015535984,-0.117898945,0.660280747,0.074217349,0.074795239,0.911027875,0.998920715,0.489781997,0.71067738,0.915324245,0.260583315
YNL258C,11857.9415,21332.93114,10809.85425,12186.09962,11078.12752,18402.81625,11214.07845,12142.33956,14229.55283,11750.53236,-0.255041228,0.040189465,-0.011855421,0.029542943,-0.190874986,0.024245714,-0.01029307,-0.079181949,0.003951761,0.637882303,0.608855298,0.804278394,0.888928857,0.845472193,0.819995279,0.920701367,0.282318663,0.942857531
YNL261W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL263C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL264C,102.3794225,69.79315847,NA,80.22098944,NA,NA,NA,115.5679785,101.3535025,93.27437746,0.166399823,NA,0.105924661,NA,NA,NA,-0.052624841,0.004373914,0.040450316,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL265C,235.2923137,265.6888634,154.8978738,115.5480045,177.0731426,223.5754107,158.7113448,219.3396127,253.906349,177.8844903,-0.052765611,0.181562284,0.308845291,0.123455045,0.022183703,0.170999769,0.030490668,-0.03306582,0.121469657,NA,0.360134082,0.074795239,0.850165909,0.965137524,0.420074871,NA,0.855568773,0.502173976
YNL267W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL272C,NA,15.30477975,NA,45.94856154,52.53166105,NA,NA,NA,53.59256343,43.44633606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL274C,5105.172348,3673.08738,3396.926594,6252.275734,5994.664776,7116.553965,9025.649084,7040.391012,7388.228879,2391.770749,0.142979148,0.176924246,-0.088027715,-0.069754494,-0.144259339,-0.247468036,-0.139586372,-0.160529933,0.329290858,0.202795972,0.045814316,0.202134412,0.850165909,0.473749976,0.067805714,0.211296809,0.048765375,0.007681809
YNL277W,964.5936633,869.9528972,1483.241801,1734.558736,983.8880773,945.5207627,1004.475015,1066.679067,1117.139464,1432.895126,0.044848666,-0.186867552,-0.254844606,-0.008601293,0.008673335,-0.017594734,-0.043689368,-0.063762989,-0.171870001,0.697804481,0.044789648,0.013096978,0.954966029,0.972429835,0.787932221,0.701634595,0.279629763,0.032498955
YNL281W,1680.664395,1527.955854,2071.620603,2528.03546,1714.945204,1822.667624,1815.112804,2383.196405,3420.919168,5041.154071,0.041370193,-0.090829222,-0.177302162,-0.008769248,-0.03522648,-0.033422621,-0.151678835,-0.308661813,-0.477048971,0.622172217,0.228405349,0.057420481,0.944641268,0.758459574,0.531254751,0.209061133,0.101983024,0.01168433
YNL284C,91.16513176,78.77694551,146.3896305,112.9416514,100.6627181,97.24211151,92.57459891,76.04866854,81.81171749,80.85694934,0.063429626,-0.205681551,-0.09302537,-0.043039889,-0.028025617,-0.006663075,0.078737149,0.047013254,0.052111412,0.585092106,0.063775416,0.113195462,0.850165909,0.845472193,0.888452478,0.406925433,0.600084919,0.444780487
YNL287W,606.1926237,574.976984,593.9919673,744.2773539,694.7860475,640.6866864,694.1444344,638.9335933,659.7660278,771.532564,0.022960187,0.008830076,-0.089124157,-0.059240441,-0.024035052,-0.058839198,-0.022845075,-0.036779302,-0.104743614,0.78338416,0.885997798,0.241496551,0.850165909,0.933571756,0.466476943,0.824252852,0.675624465,0.177408368
YNL288W,726.3379617,513.1775745,371.6723229,689.3201322,734.6129293,585.2432403,671.2601198,850.5285416,765.7471373,845.2424232,0.150871073,0.290978521,0.02271778,-0.004919825,0.093802337,0.034247897,-0.068550149,-0.022946639,-0.065842543,0.37391134,0.105788772,0.7754528,0.994761901,0.710081989,0.77163962,0.507983888,0.915324245,0.74401217
YNL290W,959.8078406,943.5341078,933.1614448,1162.326968,1092.05211,932.5307596,931.2561494,906.8541654,942.3526734,984.3390326,0.007426689,0.012227506,-0.083144021,-0.056059069,0.012521127,0.01311514,0.024646841,0.007970826,-0.010960413,0.926186442,0.852568413,0.09100094,0.850165909,0.940761359,0.878885931,0.701634595,0.931933006,0.811298362
YNL292W,36.1732044,28.93237297,34.90289316,39.00934532,37.87095965,46.94070447,40.85461368,30.97390408,31.20122503,23.34304473,0.097002927,0.015525555,-0.032781679,-0.019919328,-0.113162621,-0.052854126,0.067391033,0.064215337,0.19022948,0.25729602,0.777129517,0.58007648,0.913095782,0.846972817,0.341988706,0.524080563,0.384012759,0.033456536
YNL297C,40.7664081,36.41311093,33.32251072,42.06777212,30.47087801,35.39224168,32.01796916,35.2199004,39.24787476,42.11866717,0.049044664,0.087564731,-0.013647065,0.126417479,0.061394377,0.104908666,0.063514324,0.016486303,-0.014172172,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL298W,NA,NA,NA,57.92327308,NA,NA,NA,NA,NA,60.06453598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL302C,17399.13193,13302.002,16157.41159,15967.43927,22123.41668,19721.8626,18800.90022,20993.73712,20059.333,13751.29347,0.116610572,0.032155793,0.037292308,-0.104324618,-0.054420348,-0.033651063,-0.081562174,-0.061788907,0.102184031,0.499874035,0.8100257,0.777542436,0.850165909,0.89354419,0.848833502,0.664204569,0.632595701,0.374186385
YNL307C,2575.938285,2830.087084,2242.435502,1847.025226,2350.278339,2298.886705,2059.899641,2710.082165,3106.587266,2252.929634,-0.040864345,0.060215493,0.144462627,0.039816156,0.049417885,0.097089392,-0.022047004,-0.081348104,0.058187826,0.615608618,0.17137507,0.012276907,0.850165909,0.846972817,0.073846192,0.750056297,0.139559684,0.155414271
YNL308C,168.9740557,154.8882661,125.9145084,237.2977218,178.9380068,196.4697087,236.7937782,196.674711,244.4901904,278.2158373,0.03780151,0.127744254,-0.147473541,-0.024882567,-0.065475573,-0.146550259,-0.065928493,-0.160441411,-0.21656182,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL309W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL310C,14.67888289,17.1101491,21.67480719,22.34837668,14.02200855,NA,12.91287739,14.45293681,17.26751758,20.99270551,-0.066560788,-0.169262237,-0.182552977,0.019882778,NA,0.055669978,0.006736902,-0.070536901,-0.155375408,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL312W,117.1810514,130.005955,105.0217308,116.0343973,116.9232769,120.6777975,135.1099901,124.0153177,96.35524494,78.44218707,-0.045105856,0.047578219,0.00427064,0.000956412,-0.012769985,-0.061830072,-0.02461794,0.084982031,0.174307697,0.780794568,0.666773087,0.964749326,0.994761901,0.968654596,0.57096301,0.896347046,0.516150525,0.177452352
YNL313C,90.80661628,69.29270176,112.1918149,108.5277523,101.7172495,122.3292616,124.8307642,115.617185,124.1273811,118.0175723,0.117429998,-0.091843681,-0.077423316,-0.049277115,-0.129412861,-0.138204136,-0.104904898,-0.1357501,-0.113829184,0.356413566,0.269358878,0.440455951,0.911027875,0.608630219,0.255324371,0.501271075,0.370129692,0.28382973
YNL315C,857.8129005,1006.427423,1282.567719,1118.668693,1011.769595,844.4056198,833.9055457,777.1728994,843.582086,984.3565459,-0.069389889,-0.174687732,-0.115308911,-0.071689051,0.006841458,0.012275711,0.042874925,0.007265225,-0.05975986,0.17694107,0.066162358,0.188888452,0.850165909,0.968654596,0.74414764,0.620065526,0.939047605,0.601969972
YNL316C,696.7207258,678.8184757,830.5575121,857.9737744,870.2113787,877.2267061,734.8631084,706.0599548,783.2786502,568.8613659,0.011305076,-0.076310981,-0.090415283,-0.096566028,-0.100053115,-0.023147716,-0.005782851,-0.050857559,0.08805229,0.880453026,0.208969747,0.060437794,0.850165909,0.710081989,0.883294964,0.936414424,0.639808927,0.104850251
YNL320W,NA,155.1821668,132.9308512,NA,141.597415,166.5615038,183.7559708,NA,218.1594517,396.2975658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNL323W,227.9076759,250.9327634,320.632829,279.4506068,185.9618712,NA,284.0908101,235.8407274,286.2214943,338.2747619,-0.041798417,-0.148249034,-0.088546105,0.088335045,NA,-0.095698233,-0.014859853,-0.098943292,-0.171510645,NA,0.553399354,0.150331925,NA,NA,0.705185437,0.918385364,0.732506726,NA
YNL330C,288.1631676,268.6171549,296.9622779,239.6137941,286.490065,307.1839071,262.0056725,295.0566788,292.4901102,199.0857232,0.030504725,-0.013062816,0.080126654,0.002528903,-0.02775999,0.041327775,-0.01026698,-0.006472717,0.160598352,0.838237043,0.918744235,0.492178493,0.994761901,0.949608366,0.666476172,0.931371373,0.959056518,0.099772601
YNR003C,50.60630532,41.85624815,42.7819525,43.94194777,52.38937734,46.73801205,51.62431654,53.75477105,57.3657519,39.11531811,0.082444334,0.07294403,0.061325328,-0.015038605,0.034534395,-0.008649684,-0.026212385,-0.054448059,0.111857765,0.488265097,0.399105202,0.353208933,0.966402081,0.923002575,0.948816705,0.861986706,0.602573988,0.180377536
YNR008W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNR013C,82.23930276,135.1727049,131.4315453,156.6315301,67.10888307,102.3148317,83.35132127,100.0777521,91.20159555,141.813869,-0.215809585,-0.203620194,-0.279799771,0.088299409,-0.094859175,-0.005833069,-0.085258122,-0.044923017,-0.236639286,0.204768094,0.185671231,0.062559471,NA,0.815502006,0.973295661,0.589364864,0.735928776,0.091333891
